Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 14.0625 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.5362038412914 at t = 14526.5625 s

    Time                           Analytical                                             Numerical                         
     (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
  150426.5625     3.29492472E-09|4.7769662     |95.2230338         3.20628433E-09|4.77470439    |95.2252956    |100           
   150440.625     3.28749863E-09|4.77554508    |95.2244549         3.19904987E-09|4.77328373    |95.2267163    |100           
  150454.6875     3.28008928E-09|4.77412438    |95.2258756         3.19183173E-09|4.77186349    |95.2281365    |100           
    150468.75     3.27269664E-09|4.7727041     |95.2272959         3.18462988E-09|4.77044367    |95.2295563    |100           
  150482.8125     3.26532065E-09|4.77128424    |95.2287158         3.17744428E-09|4.76902428    |95.2309757    |100           
   150496.875     3.25796129E-09|4.76986481    |95.2301352         3.17027489E-09|4.76760531    |95.2323947    |100           
  150510.9375     3.25061851E-09|4.7684458     |95.2315542         3.16312167E-09|4.76618676    |95.2338132    |100           
     150525.0     3.24329228E-09|4.76702721    |95.2329728         3.1559846E-09 |4.76476863    |95.2352314    |100           
  150539.0625     3.23598257E-09|4.76560905    |95.234391          3.14886363E-09|4.76335093    |95.2366491    |100           
   150553.125     3.22868933E-09|4.7641913     |95.2358087         3.14175873E-09|4.76193365    |95.2380664    |100           
  150567.1875     3.22141252E-09|4.76277398    |95.237226          3.13466986E-09|4.76051678    |95.2394832    |100           
    150581.25     3.21415212E-09|4.76135708    |95.2386429         3.12759698E-09|4.75910034    |95.2408997    |100           
  150595.3125     3.20690808E-09|4.7599406     |95.2400594         3.12054006E-09|4.75768432    |95.2423157    |100           
   150609.375     3.19968037E-09|4.75852454    |95.2414755         3.11349907E-09|4.75626873    |95.2437313    |100           
  150623.4375     3.19246894E-09|4.7571089     |95.2428911         3.10647396E-09|4.75485355    |95.2451464    |100           
     150637.5     3.18527377E-09|4.75569369    |95.2443063         3.09946471E-09|4.7534388     |95.2465612    |100           
  150651.5625     3.17809482E-09|4.75427889    |95.2457211         3.09247126E-09|4.75202446    |95.2479755    |100           
   150665.625     3.17093205E-09|4.75286452    |95.2471355         3.0854936E-09 |4.75061055    |95.2493894    |100           
  150679.6875     3.16378542E-09|4.75145057    |95.2485494         3.07853168E-09|4.74919706    |95.2508029    |100           
    150693.75     3.15665489E-09|4.75003704    |95.249963          3.07158547E-09|4.74778398    |95.252216     |100           
  150707.8125     3.14954044E-09|4.74862392    |95.2513761         3.06465494E-09|4.74637133    |95.2536287    |100           
   150721.875     3.14244202E-09|4.74721123    |95.2527888         3.05774004E-09|4.7449591     |95.2550409    |100           
  150735.9375     3.1353596E-09 |4.74579896    |95.254201          3.05084074E-09|4.74354729    |95.2564527    |100           
     150750.0     3.12829314E-09|4.74438711    |95.2556129         3.04395701E-09|4.7421359     |95.2578641    |100           
  150764.0625     3.12124261E-09|4.74297568    |95.2570243         3.03708882E-09|4.74072493    |95.2592751    |100           
   150778.125     3.11420797E-09|4.74156467    |95.2584353         3.03023612E-09|4.73931438    |95.2606856    |100           
  150792.1875     3.10718919E-09|4.74015408    |95.2598459         3.02339888E-09|4.73790425    |95.2620958    |100           
    150806.25     3.10018622E-09|4.73874391    |95.2612561         3.01657707E-09|4.73649453    |95.2635055    |100           
  150820.3125     3.09319904E-09|4.73733415    |95.2626658         3.00977065E-09|4.73508524    |95.2649148    |100           
   150834.375     3.0862276E-09 |4.73592482    |95.2640752         3.00297959E-09|4.73367637    |95.2663236    |100           
  150848.4375     3.07927188E-09|4.73451591    |95.2654841         2.99620385E-09|4.73226791    |95.2677321    |100           
     150862.5     3.07233183E-09|4.73310741    |95.2668926         2.9894434E-09 |4.73085988    |95.2691401    |100           
  150876.5625     3.06540742E-09|4.73169934    |95.2683007         2.9826982E-09 |4.72945226    |95.2705477    |100           
   150890.625     3.05849862E-09|4.73029168    |95.2697083         2.97596822E-09|4.72804507    |95.2719549    |100           
  150904.6875     3.0516054E-09 |4.72888444    |95.2711156         2.96925343E-09|4.72663829    |95.2733617    |100           
    150918.75     3.0447277E-09 |4.72747763    |95.2725224         2.96255379E-09|4.72523193    |95.2747681    |100           
  150932.8125     3.03786551E-09|4.72607123    |95.2739288         2.95586927E-09|4.72382599    |95.276174     |100           
   150946.875     3.03101879E-09|4.72466524    |95.2753348         2.94919983E-09|4.72242046    |95.2775795    |100           
  150960.9375     3.02418749E-09|4.72325968    |95.2767403         2.94254543E-09|4.72101536    |95.2789846    |100           
     150975.0     3.01737159E-09|4.72185453    |95.2781455         2.93590605E-09|4.71961067    |95.2803893    |100           
  150989.0625     3.01057106E-09|4.72044981    |95.2795502         2.92928166E-09|4.7182064     |95.2817936    |100           
   151003.125     3.00378585E-09|4.7190455     |95.2809545         2.92267221E-09|4.71680255    |95.2831974    |100           
  151017.1875     2.99701593E-09|4.71764161    |95.2823584         2.91607767E-09|4.71539912    |95.2846009    |100           
    151031.25     2.99026127E-09|4.71623813    |95.2837619         2.90949801E-09|4.7139961     |95.2860039    |100           
  151045.3125     2.98352184E-09|4.71483507    |95.2851649         2.9029332E-09 |4.7125935     |95.2874065    |100           
   151059.375     2.97679759E-09|4.71343243    |95.2865676         2.8963832E-09 |4.71119132    |95.2888087    |100           
  151073.4375     2.9700885E-09 |4.71203021    |95.2879698         2.88984798E-09|4.70978956    |95.2902104    |100           
     151087.5     2.96339453E-09|4.71062841    |95.2893716         2.8833275E-09 |4.70838821    |95.2916118    |100           
  151101.5625     2.95671564E-09|4.70922702    |95.290773          2.87682174E-09|4.70698728    |95.2930127    |100           
   151115.625     2.95005181E-09|4.70782605    |95.2921739         2.87033066E-09|4.70558677    |95.2944132    |100           
  151129.6875     2.943403E-09  |4.7064255     |95.2935745         2.86385422E-09|4.70418667    |95.2958133    |100           
    151143.75     2.93676918E-09|4.70502536    |95.2949746         2.85739239E-09|4.70278699    |95.297213     |100           
  151157.8125     2.9301503E-09 |4.70362564    |95.2963744         2.85094515E-09|4.70138773    |95.2986123    |100           
   151171.875     2.92354634E-09|4.70222633    |95.2977737         2.84451245E-09|4.69998888    |95.3000111    |100           
  151185.9375     2.91695727E-09|4.70082744    |95.2991726         2.83809427E-09|4.69859045    |95.3014095    |100           
     151200.0     2.91038305E-09|4.69942897    |95.300571          2.83169057E-09|4.69719244    |95.3028076    |100           
  151214.0625     2.90382364E-09|4.69803092    |95.3019691         2.82530132E-09|4.69579484    |95.3042052    |100           
   151228.125     2.89727902E-09|4.69663328    |95.3033667         2.81892648E-09|4.69439766    |95.3056023    |100           
  151242.1875     2.89074914E-09|4.69523605    |95.3047639         2.81256603E-09|4.69300089    |95.3069991    |100           
    151256.25     2.88423399E-09|4.69383924    |95.3061608         2.80621993E-09|4.69160454    |95.3083955    |100           
  151270.3125     2.87773352E-09|4.69244285    |95.3075571         2.79988814E-09|4.6902086     |95.3097914    |100           
   151284.375     2.8712477E-09 |4.69104687    |95.3089531         2.79357065E-09|4.68881308    |95.3111869    |100           
  151298.4375     2.86477649E-09|4.68965131    |95.3103487         2.78726741E-09|4.68741798    |95.312582     |100           
     151312.5     2.85831987E-09|4.68825616    |95.3117438         2.78097839E-09|4.68602329    |95.3139767    |100           
  151326.5625     2.85187781E-09|4.68686143    |95.3131386         2.77470356E-09|4.68462901    |95.315371     |100           
   151340.625     2.84545026E-09|4.68546711    |95.3145329         2.76844289E-09|4.68323515    |95.3167648    |100           
  151354.6875     2.8390372E-09 |4.68407321    |95.3159268         2.76219635E-09|4.6818417     |95.3181583    |100           
    151368.75     2.83263859E-09|4.68267972    |95.3173203         2.7559639E-09 |4.68044867    |95.3195513    |100           
  151382.8125     2.8262544E-09 |4.68128665    |95.3187133         2.74974551E-09|4.67905606    |95.3209439    |100           
   151396.875     2.81988461E-09|4.67989399    |95.320106          2.74354115E-09|4.67766385    |95.3223361    |100           
  151410.9375     2.81352917E-09|4.67850175    |95.3214983         2.73735079E-09|4.67627207    |95.3237279    |100           
     151425.0     2.80718805E-09|4.67710992    |95.3228901         2.7311744E-09 |4.67488069    |95.3251193    |100           
  151439.0625     2.80086122E-09|4.6757185     |95.3242815         2.72501195E-09|4.67348973    |95.3265103    |100           
   151453.125     2.79454866E-09|4.6743275     |95.3256725         2.7188634E-09 |4.67209919    |95.3279008    |100           
  151467.1875     2.78825032E-09|4.67293691    |95.3270631         2.71272873E-09|4.67070905    |95.3292909    |100           
    151481.25     2.78196617E-09|4.67154673    |95.3284533         2.70660789E-09|4.66931934    |95.3306807    |100           
  151495.3125     2.77569619E-09|4.67015697    |95.329843          2.70050087E-09|4.66793003    |95.33207      |100           
   151509.375     2.76944034E-09|4.66876762    |95.3312324         2.69440762E-09|4.66654114    |95.3334589    |100           
  151523.4375     2.76319859E-09|4.66737869    |95.3326213         2.68832813E-09|4.66515266    |95.3348473    |100           
     151537.5     2.75697091E-09|4.66599017    |95.3340098         2.68226235E-09|4.66376459    |95.3362354    |100           
  151551.5625     2.75075726E-09|4.66460206    |95.3353979         2.67621026E-09|4.66237694    |95.3376231    |100           
   151565.625     2.74455762E-09|4.66321437    |95.3367856         2.67017182E-09|4.6609897     |95.3390103    |100           
  151579.6875     2.73837195E-09|4.66182708    |95.3381729         2.66414701E-09|4.65960288    |95.3403971    |100           
    151593.75     2.73220022E-09|4.66044021    |95.3395598         2.65813579E-09|4.65821646    |95.3417835    |100           
  151607.8125     2.7260424E-09 |4.65905376    |95.3409462         2.65213814E-09|4.65683046    |95.3431695    |100           
   151621.875     2.71989846E-09|4.65766771    |95.3423323         2.64615402E-09|4.65544487    |95.3445551    |100           
  151635.9375     2.71376837E-09|4.65628208    |95.3437179         2.6401834E-09 |4.65405969    |95.3459403    |100           
     151650.0     2.70765209E-09|4.65489686    |95.3451031         2.63422625E-09|4.65267493    |95.3473251    |100           
  151664.0625     2.7015496E-09 |4.65351205    |95.3464879         2.62828255E-09|4.65129058    |95.3487094    |100           
   151678.125     2.69546086E-09|4.65212766    |95.3478723         2.62235225E-09|4.64990663    |95.3500934    |100           
  151692.1875     2.68938584E-09|4.65074367    |95.3492563         2.61643534E-09|4.64852311    |95.3514769    |100           
    151706.25     2.68332452E-09|4.6493601     |95.3506399         2.61053177E-09|4.64713999    |95.35286      |100           
  151720.3125     2.67727686E-09|4.64797694    |95.3520231         2.60464153E-09|4.64575728    |95.3542427    |100           
   151734.375     2.67124282E-09|4.64659419    |95.3534058         2.59876458E-09|4.64437499    |95.355625     |100           
  151748.4375     2.66522239E-09|4.64521185    |95.3547881         2.59290088E-09|4.6429931     |95.3570069    |100           
     151762.5     2.65921553E-09|4.64382992    |95.3561701         2.58705042E-09|4.64161163    |95.3583884    |100           
  151776.5625     2.6532222E-09 |4.64244841    |95.3575516         2.58121316E-09|4.64023057    |95.3597694    |100           
   151790.625     2.64724238E-09|4.6410673     |95.3589327         2.57538907E-09|4.63884992    |95.3611501    |100           
  151804.6875     2.64127604E-09|4.63968661    |95.3603134         2.56957812E-09|4.63746968    |95.3625303    |100           
    151818.75     2.63532315E-09|4.63830633    |95.3616937         2.56378028E-09|4.63608985    |95.3639101    |100           
  151832.8125     2.62938367E-09|4.63692645    |95.3630735         2.55799553E-09|4.63471043    |95.3652896    |100           
   151846.875     2.62345758E-09|4.63554699    |95.364453          2.55222382E-09|4.63333143    |95.3666686    |100           
  151860.9375     2.61754484E-09|4.63416794    |95.3658321         2.54646514E-09|4.63195283    |95.3680472    |100           
     151875.0     2.61164543E-09|4.6327893     |95.3672107         2.54071945E-09|4.63057464    |95.3694254    |100           
  151889.0625     2.60575932E-09|4.63141107    |95.3685889         2.53498673E-09|4.62919686    |95.3708031    |100           
   151903.125     2.59988647E-09|4.63003325    |95.3699667         2.52926694E-09|4.6278195     |95.3721805    |100           
  151917.1875     2.59402686E-09|4.62865584    |95.3713442         2.52356006E-09|4.62644254    |95.3735575    |100           
    151931.25     2.58818046E-09|4.62727884    |95.3727212         2.51786605E-09|4.62506599    |95.374934     |100           
  151945.3125     2.58234723E-09|4.62590224    |95.3740978         2.5121849E-09 |4.62368985    |95.3763101    |100           
   151959.375     2.57652715E-09|4.62452606    |95.3754739         2.50651656E-09|4.62231412    |95.3776859    |100           
  151973.4375     2.57072018E-09|4.62315029    |95.3768497         2.50086101E-09|4.62093881    |95.3790612    |100           
     151987.5     2.56492631E-09|4.62177492    |95.3782251         2.49521822E-09|4.6195639     |95.3804361    |100           
  152001.5625     2.55914549E-09|4.62039997    |95.3796            2.48958816E-09|4.61818939    |95.3818106    |100           
   152015.625     2.5533777E-09 |4.61902543    |95.3809746         2.48397081E-09|4.6168153     |95.3831847    |100           
  152029.6875     2.54762291E-09|4.61765129    |95.3823487         2.47836613E-09|4.61544162    |95.3845584    |100           
    152043.75     2.54188109E-09|4.61627756    |95.3837224         2.4727741E-09 |4.61406834    |95.3859317    |100           
  152057.8125     2.53615221E-09|4.61490424    |95.3850958         2.46719468E-09|4.61269548    |95.3873045    |100           
   152071.875     2.53043625E-09|4.61353133    |95.3864687         2.46162785E-09|4.61132302    |95.388677     |100           
  152085.9375     2.52473316E-09|4.61215883    |95.3878412         2.45607359E-09|4.60995097    |95.390049     |100           
     152100.0     2.51904293E-09|4.61078674    |95.3892133         2.45053186E-09|4.60857933    |95.3914207    |100           
  152114.0625     2.51336553E-09|4.60941505    |95.3905849         2.44500263E-09|4.6072081     |95.3927919    |100           
   152128.125     2.50770092E-09|4.60804377    |95.3919562         2.43948587E-09|4.60583727    |95.3941627    |100           
  152142.1875     2.50204907E-09|4.6066729     |95.3933271         2.43398157E-09|4.60446686    |95.3955331    |100           
    152156.25     2.49640997E-09|4.60530244    |95.3946976         2.42848968E-09|4.60309685    |95.3969031    |100           
  152170.3125     2.49078357E-09|4.60393239    |95.3960676         2.42301019E-09|4.60172725    |95.3982728    |100           
   152184.375     2.48516986E-09|4.60256274    |95.3974373         2.41754305E-09|4.60035805    |95.3996419    |100           
  152198.4375     2.47956879E-09|4.6011935     |95.3988065         2.41208826E-09|4.59898927    |95.4010107    |100           
     152212.5     2.47398035E-09|4.59982467    |95.4001753         2.40664577E-09|4.59762089    |95.4023791    |100           
  152226.5625     2.46840451E-09|4.59845625    |95.4015437         2.40121556E-09|4.59625291    |95.4037471    |100           
   152240.625     2.46284123E-09|4.59708823    |95.4029118         2.39579761E-09|4.59488535    |95.4051146    |100           
  152254.6875     2.45729049E-09|4.59572062    |95.4042794         2.39039188E-09|4.59351819    |95.4064818    |100           
    152268.75     2.45175226E-09|4.59435342    |95.4056466         2.38499835E-09|4.59215144    |95.4078486    |100           
  152282.8125     2.44622652E-09|4.59298662    |95.4070134         2.37961698E-09|4.59078509    |95.4092149    |100           
   152296.875     2.44071323E-09|4.59162023    |95.4083798         2.37424776E-09|4.58941916    |95.4105808    |100           
  152310.9375     2.43521236E-09|4.59025425    |95.4097458         2.36889065E-09|4.58805362    |95.4119464    |100           
     152325.0     2.42972389E-09|4.58888867    |95.4111113         2.36354564E-09|4.5866885     |95.4133115    |100           
  152339.0625     2.42424779E-09|4.5875235     |95.4124765         2.35821268E-09|4.58532378    |95.4146762    |100           
   152353.125     2.41878403E-09|4.58615873    |95.4138413         2.35289175E-09|4.58395947    |95.4160405    |100           
  152367.1875     2.41333259E-09|4.58479438    |95.4152056         2.34758283E-09|4.58259556    |95.4174044    |100           
    152381.25     2.40789343E-09|4.58343042    |95.4165696         2.34228589E-09|4.58123206    |95.4187679    |100           
  152395.3125     2.40246654E-09|4.58206688    |95.4179331         2.3370009E-09 |4.57986896    |95.420131     |100           
   152409.375     2.39705187E-09|4.58070373    |95.4192963         2.33172783E-09|4.57850627    |95.4214937    |100           
  152423.4375     2.39164941E-09|4.579341      |95.420659          2.32646667E-09|4.57714399    |95.422856     |100           
     152437.5     2.38625912E-09|4.57797867    |95.4220213         2.32121737E-09|4.57578211    |95.4242179    |100           
  152451.5625     2.38088098E-09|4.57661674    |95.4233833         2.31597992E-09|4.57442063    |95.4255794    |100           
   152465.625     2.37551496E-09|4.57525522    |95.4247448         2.31075428E-09|4.57305956    |95.4269404    |100           
  152479.6875     2.37016104E-09|4.57389411    |95.4261059         2.30554044E-09|4.5716989     |95.4283011    |100           
    152493.75     2.36481918E-09|4.5725334     |95.4274666         2.30033836E-09|4.57033864    |95.4296614    |100           
  152507.8125     2.35948936E-09|4.57117309    |95.4288269         2.29514802E-09|4.56897879    |95.4310212    |100           
   152521.875     2.35417156E-09|4.56981319    |95.4301868         2.28996939E-09|4.56761934    |95.4323807    |100           
  152535.9375     2.34886574E-09|4.5684537     |95.4315463         2.28480244E-09|4.56626029    |95.4337397    |100           
     152550.0     2.34357188E-09|4.5670946     |95.4329054         2.27964715E-09|4.56490165    |95.4350983    |100           
  152564.0625     2.33828995E-09|4.56573592    |95.4342641         2.2745035E-09 |4.56354341    |95.4364566    |100           
   152578.125     2.33301992E-09|4.56437763    |95.4356224         2.26937145E-09|4.56218558    |95.4378144    |100           
  152592.1875     2.32776177E-09|4.56301975    |95.4369802         2.26425098E-09|4.56082815    |95.4391718    |100           
    152606.25     2.32251548E-09|4.56166228    |95.4383377         2.25914206E-09|4.55947113    |95.4405289    |100           
  152620.3125     2.317281E-09  |4.56030521    |95.4396948         2.25404467E-09|4.5581145     |95.4418855    |100           
   152634.375     2.31205833E-09|4.55894854    |95.4410515         2.24895878E-09|4.55675829    |95.4432417    |100           
  152648.4375     2.30684742E-09|4.55759228    |95.4424077         2.24388437E-09|4.55540247    |95.4445975    |100           
     152662.5     2.30164826E-09|4.55623642    |95.4437636         2.23882141E-09|4.55404706    |95.4459529    |100           
  152676.5625     2.29646082E-09|4.55488096    |95.445119          2.23376987E-09|4.55269206    |95.4473079    |100           
   152690.625     2.29128507E-09|4.55352591    |95.4464741         2.22872973E-09|4.55133745    |95.4486625    |100           
  152704.6875     2.28612098E-09|4.55217126    |95.4478287         2.22370096E-09|4.54998325    |95.4500167    |100           
    152718.75     2.28096853E-09|4.55081701    |95.449183          2.21868354E-09|4.54862945    |95.4513705    |100           
  152732.8125     2.2758277E-09 |4.54946316    |95.4505368         2.21367744E-09|4.54727606    |95.4527239    |100           
   152746.875     2.27069845E-09|4.54810972    |95.4518903         2.20868263E-09|4.54592306    |95.4540769    |100           
  152760.9375     2.26558076E-09|4.54675668    |95.4532433         2.2036991E-09 |4.54457047    |95.4554295    |100           
     152775.0     2.26047461E-09|4.54540404    |95.454596          2.19872681E-09|4.54321829    |95.4567817    |100           
  152789.0625     2.25537996E-09|4.54405181    |95.4559482         2.19376573E-09|4.5418665     |95.4581335    |100           
   152803.125     2.2502968E-09 |4.54269998    |95.4573            2.18881586E-09|4.54051512    |95.4594849    |100           
  152817.1875     2.24522509E-09|4.54134855    |95.4586514         2.18387715E-09|4.53916414    |95.4608359    |100           
    152831.25     2.24016481E-09|4.53999752    |95.4600025         2.17894958E-09|4.53781356    |95.4621864    |100           
  152845.3125     2.23511594E-09|4.53864689    |95.4613531         2.17403313E-09|4.53646338    |95.4635366    |100           
   152859.375     2.23007845E-09|4.53729667    |95.4627033         2.16912778E-09|4.53511361    |95.4648864    |100           
  152873.4375     2.22505231E-09|4.53594685    |95.4640532         2.16423349E-09|4.53376423    |95.4662358    |100           
     152887.5     2.2200375E-09 |4.53459743    |95.4654026         2.15935025E-09|4.53241526    |95.4675847    |100           
  152901.5625     2.21503399E-09|4.53324841    |95.4667516         2.15447802E-09|4.53106669    |95.4689333    |100           
   152915.625     2.21004175E-09|4.53189979    |95.4681002         2.14961679E-09|4.52971852    |95.4702815    |100           
  152929.6875     2.20506077E-09|4.53055157    |95.4694484         2.14476653E-09|4.52837075    |95.4716292    |100           
    152943.75     2.20009102E-09|4.52920376    |95.4707962         2.13992721E-09|4.52702338    |95.4729766    |100           
  152957.8125     2.19513247E-09|4.52785634    |95.4721437         2.13509881E-09|4.52567642    |95.4743236    |100           
   152971.875     2.19018509E-09|4.52650933    |95.4734907         2.1302813E-09 |4.52432985    |95.4756701    |100           
  152985.9375     2.18524886E-09|4.52516271    |95.4748373         2.12547467E-09|4.52298369    |95.4770163    |100           
     153000.0     2.18032376E-09|4.5238165     |95.4761835         2.12067888E-09|4.52163792    |95.4783621    |100           
  153014.0625     2.17540975E-09|4.52247069    |95.4775293         2.11589391E-09|4.52029256    |95.4797074    |100           
   153028.125     2.17050683E-09|4.52112528    |95.4788747         2.11111974E-09|4.51894759    |95.4810524    |100           
  153042.1875     2.16561495E-09|4.51978027    |95.4802197         2.10635634E-09|4.51760303    |95.482397     |100           
    153056.25     2.1607341E-09 |4.51843565    |95.4815643         2.10160368E-09|4.51625886    |95.4837411    |100           
  153070.3125     2.15586425E-09|4.51709144    |95.4829086         2.09686175E-09|4.5149151     |95.4850849    |100           
   153084.375     2.15100537E-09|4.51574763    |95.4842524         2.09213052E-09|4.51357174    |95.4864283    |100           
  153098.4375     2.14615745E-09|4.51440422    |95.4855958         2.08740997E-09|4.51222877    |95.4877712    |100           
     153112.5     2.14132045E-09|4.51306121    |95.4869388         2.08270007E-09|4.51088621    |95.4891138    |100           
  153126.5625     2.13649435E-09|4.51171859    |95.4882814         2.07800079E-09|4.50954404    |95.490456     |100           
   153140.625     2.13167913E-09|4.51037638    |95.4896236         2.07331212E-09|4.50820228    |95.4917977    |100           
  153154.6875     2.12687476E-09|4.50903457    |95.4909654         2.06863402E-09|4.50686091    |95.4931391    |100           
    153168.75     2.12208122E-09|4.50769315    |95.4923068         2.06396648E-09|4.50551994    |95.4944801    |100           
  153182.8125     2.11729849E-09|4.50635214    |95.4936479         2.05930948E-09|4.50417937    |95.4958206    |100           
   153196.875     2.11252653E-09|4.50501152    |95.4949885         2.05466298E-09|4.5028392     |95.4971608    |100           
  153210.9375     2.10776533E-09|4.5036713     |95.4963287         2.05002696E-09|4.50149943    |95.4985006    |100           
     153225.0     2.10301486E-09|4.50233148    |95.4976685         2.04540141E-09|4.50016006    |95.4998399    |100           
  153239.0625     2.0982751E-09 |4.50099206    |95.4990079         2.04078629E-09|4.49882109    |95.5011789    |100           
   153253.125     2.09354601E-09|4.49965304    |95.500347          2.03618158E-09|4.49748251    |95.5025175    |100           
  153267.1875     2.08882759E-09|4.49831442    |95.5016856         2.03158727E-09|4.49614434    |95.5038557    |100           
    153281.25     2.0841198E-09 |4.49697619    |95.5030238         2.02700332E-09|4.49480656    |95.5051934    |100           
  153295.3125     2.07942262E-09|4.49563836    |95.5043616         2.02242972E-09|4.49346918    |95.5065308    |100           
   153309.375     2.07473603E-09|4.49430093    |95.5056991         2.01786643E-09|4.49213219    |95.5078678    |100           
  153323.4375     2.07006E-09   |4.4929639     |95.5070361         2.01331344E-09|4.49079561    |95.5092044    |100           
     153337.5     2.06539451E-09|4.49162727    |95.5083727         2.00877072E-09|4.48945942    |95.5105406    |100           
  153351.5625     2.06073954E-09|4.49029103    |95.509709          2.00423826E-09|4.48812363    |95.5118764    |100           
   153365.625     2.05609505E-09|4.48895519    |95.5110448         1.99971602E-09|4.48678824    |95.5132118    |100           
  153379.6875     2.05146103E-09|4.48761975    |95.5123802         1.99520398E-09|4.48545324    |95.5145468    |100           
    153393.75     2.04683746E-09|4.48628471    |95.5137153         1.99070213E-09|4.48411864    |95.5158814    |100           
  153407.8125     2.04222431E-09|4.48495006    |95.5150499         1.98621043E-09|4.48278444    |95.5172156    |100           
   153421.875     2.03762156E-09|4.48361581    |95.5163842         1.98172886E-09|4.48145064    |95.5185494    |100           
  153435.9375     2.03302918E-09|4.48228196    |95.517718          1.97725741E-09|4.48011723    |95.5198828    |100           
     153450.0     2.02844714E-09|4.4809485     |95.5190515         1.97279605E-09|4.47878422    |95.5212158    |100           
  153464.0625     2.02387544E-09|4.47961545    |95.5203846         1.96834476E-09|4.47745161    |95.5225484    |100           
   153478.125     2.01931404E-09|4.47828278    |95.5217172         1.9639035E-09 |4.47611939    |95.5238806    |100           
  153492.1875     2.01476292E-09|4.47695052    |95.5230495         1.95947227E-09|4.47478757    |95.5252124    |100           
    153506.25     2.01022206E-09|4.47561865    |95.5243814         1.95505104E-09|4.47345615    |95.5265439    |100           
  153520.3125     2.00569143E-09|4.47428717    |95.5257128         1.95063978E-09|4.47212512    |95.5278749    |100           
   153534.375     2.00117101E-09|4.4729561     |95.5270439         1.94623848E-09|4.47079449    |95.5292055    |100           
  153548.4375     1.99666078E-09|4.47162541    |95.5283746         1.94184711E-09|4.46946425    |95.5305357    |100           
     153562.5     1.99216072E-09|4.47029513    |95.5297049         1.93746564E-09|4.46813441    |95.5318656    |100           
  153576.5625     1.9876708E-09 |4.46896524    |95.5310348         1.93309406E-09|4.46680496    |95.533195     |100           
   153590.625     1.983191E-09  |4.46763574    |95.5323643         1.92873235E-09|4.46547592    |95.5345241    |100           
  153604.6875     1.97872129E-09|4.46630665    |95.5336934         1.92438048E-09|4.46414726    |95.5358527    |100           
    153618.75     1.97426166E-09|4.46497794    |95.5350221         1.92003842E-09|4.462819      |95.537181     |100           
  153632.8125     1.96981208E-09|4.46364963    |95.5363504         1.91570617E-09|4.46149114    |95.5385089    |100           
   153646.875     1.96537253E-09|4.46232172    |95.5376783         1.91138368E-09|4.46016367    |95.5398363    |100           
  153660.9375     1.96094298E-09|4.4609942     |95.5390058         1.90707096E-09|4.4588366     |95.5411634    |100           
     153675.0     1.95652342E-09|4.45966708    |95.5403329         1.90276796E-09|4.45750992    |95.5424901    |100           
  153689.0625     1.95211381E-09|4.45834035    |95.5416596         1.89847467E-09|4.45618364    |95.5438164    |100           
   153703.125     1.94771415E-09|4.45701402    |95.542986          1.89419107E-09|4.45485775    |95.5451423    |100           
  153717.1875     1.9433244E-09 |4.45568808    |95.5443119         1.88991713E-09|4.45353225    |95.5464677    |100           
    153731.25     1.93894455E-09|4.45436254    |95.5456375         1.88565284E-09|4.45220715    |95.5477928    |100           
  153745.3125     1.93457456E-09|4.45303739    |95.5469626         1.88139817E-09|4.45088245    |95.5491176    |100           
   153759.375     1.93021443E-09|4.45171263    |95.5482874         1.8771531E-09 |4.44955813    |95.5504419    |100           
  153773.4375     1.92586412E-09|4.45038827    |95.5496117         1.8729176E-09 |4.44823422    |95.5517658    |100           
     153787.5     1.92152362E-09|4.4490643     |95.5509357         1.86869167E-09|4.44691069    |95.5530893    |100           
  153801.5625     1.9171929E-09 |4.44774073    |95.5522593         1.86447527E-09|4.44558756    |95.5544124    |100           
   153815.625     1.91287194E-09|4.44641755    |95.5535825         1.86026838E-09|4.44426483    |95.5557352    |100           
  153829.6875     1.90856072E-09|4.44509476    |95.5549052         1.85607099E-09|4.44294248    |95.5570575    |100           
    153843.75     1.90425921E-09|4.44377237    |95.5562276         1.85188306E-09|4.44162054    |95.5583795    |100           
  153857.8125     1.89996741E-09|4.44245037    |95.5575496         1.84770459E-09|4.44029898    |95.559701     |100           
   153871.875     1.89568527E-09|4.44112876    |95.5588712         1.84353554E-09|4.43897782    |95.5610222    |100           
  153885.9375     1.89141278E-09|4.43980755    |95.5601925         1.8393759E-09 |4.43765705    |95.562343     |100           
     153900.0     1.88714993E-09|4.43848673    |95.5615133         1.83522564E-09|4.43633667    |95.5636633    |100           
  153914.0625     1.88289668E-09|4.4371663     |95.5628337         1.83108475E-09|4.43501669    |95.5649833    |100           
   153928.125     1.87865301E-09|4.43584627    |95.5641537         1.82695321E-09|4.4336971     |95.5663029    |100           
  153942.1875     1.87441892E-09|4.43452663    |95.5654734         1.82283098E-09|4.4323779     |95.5676221    |100           
    153956.25     1.87019436E-09|4.43320738    |95.5667926         1.81871806E-09|4.43105909    |95.5689409    |100           
