Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 225.0 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.92439055124521 at t = 14400.0 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   119475.0     4.72758322E-07|9.19527024    |90.8047293         3.31621617E-07|9.1399318     |90.8600679    |100           
   119700.0     4.55995479E-07|9.15159904    |90.8484005         3.19649607E-07|9.09642001    |90.9035797    |100           
   119925.0     4.39827005E-07|9.10813526    |90.8918643         3.08109804E-07|9.05311537    |90.9468843    |100           
   120150.0     4.24231825E-07|9.06487789    |90.9351217         2.96986604E-07|9.01001688    |90.9899828    |100           
   120375.0     4.09189612E-07|9.02182597    |90.9781736         2.86264967E-07|8.96712357    |91.0328761    |100           
   120600.0     3.94680759E-07|8.97897851    |91.0210211         2.75930396E-07|8.92443445    |91.0755653    |100           
   120825.0     3.80686353E-07|8.93633455    |91.0636651         2.65968918E-07|8.88194857    |91.1180512    |100           
   121050.0     3.67188155E-07|8.89389312    |91.1061065         2.56367064E-07|8.83966494    |91.1603348    |100           
   121275.0     3.5416857E-07 |8.85165326    |91.1483464         2.4711185E-07 |8.79758261    |91.2024171    |100           
   121500.0     3.41610627E-07|8.80961401    |91.1903857         2.38190762E-07|8.75570061    |91.2442991    |100           
   121725.0     3.29497957E-07|8.76777441    |91.2322253         2.29591739E-07|8.714018      |91.2859818    |100           
   121950.0     3.17814773E-07|8.72613352    |91.2738662         2.21303152E-07|8.67253383    |91.3274659    |100           
   122175.0     3.06545846E-07|8.6846904     |91.3153093         2.13313795E-07|8.63124715    |91.3687526    |100           
   122400.0     2.95676487E-07|8.6434441     |91.3565556         2.05612865E-07|8.59015701    |91.4098428    |100           
   122625.0     2.85192529E-07|8.60239369    |91.397606          1.98189949E-07|8.54926249    |91.4507373    |100           
   122850.0     2.75080306E-07|8.56153825    |91.4384615         1.91035012E-07|8.50856266    |91.4914372    |100           
   123075.0     2.65326637E-07|8.52087684    |91.4791229         1.84138377E-07|8.46805658    |91.5319432    |100           
   123300.0     2.5591881E-07 |8.48040854    |91.5195912         1.77490721E-07|8.42774333    |91.5722565    |100           
   123525.0     2.4684456E-07 |8.44013244    |91.5598673         1.71083055E-07|8.387622      |91.6123778    |100           
   123750.0     2.38092062E-07|8.40004762    |91.5999521         1.64906714E-07|8.34769167    |91.6523082    |100           
   123975.0     2.29649905E-07|8.36015318    |91.6398466         1.58953348E-07|8.30795144    |91.6920484    |100           
   124200.0     2.21507086E-07|8.32044821    |91.6795516         1.53214908E-07|8.26840039    |91.7315995    |100           
   124425.0     2.13652992E-07|8.28093181    |91.719068          1.47683633E-07|8.22903764    |91.7709622    |100           
   124650.0     2.06077384E-07|8.24160309    |91.7583967         1.42352044E-07|8.18986227    |91.8101376    |100           
   124875.0     1.98770389E-07|8.20246114    |91.7975387         1.37212934E-07|8.1508734     |91.8491265    |100           
   125100.0     1.91722482E-07|8.1635051     |91.8364947         1.32259353E-07|8.11207014    |91.8879297    |100           
   125325.0     1.84924476E-07|8.12473407    |91.8752657         1.27484603E-07|8.07345161    |91.9265483    |100           
   125550.0     1.78367511E-07|8.08614718    |91.9138526         1.22882228E-07|8.03501693    |91.9649829    |100           
   125775.0     1.72043039E-07|8.04774355    |91.9522563         1.18446006E-07|7.99676523    |92.0032347    |100           
   126000.0     1.65942818E-07|8.0095223     |91.9904775         1.14169937E-07|7.95869562    |92.0413043    |100           
   126225.0     1.60058895E-07|7.97148259    |92.0285173         1.10048241E-07|7.92080725    |92.0791926    |100           
   126450.0     1.54383602E-07|7.93362353    |92.0663763         1.06075344E-07|7.88309925    |92.1169006    |100           
   126675.0     1.4890954E-07 |7.89594428    |92.1040556         1.02245874E-07|7.84557076    |92.1544291    |100           
   126900.0     1.43629576E-07|7.85844398    |92.1415559         9.85546529E-08|7.80822094    |92.191779     |100           
   127125.0     1.38536825E-07|7.82112178    |92.1788781         9.49966904E-08|7.77104892    |92.228951     |100           
   127350.0     1.33624652E-07|7.78397683    |92.216023          9.15671754E-08|7.73405386    |92.265946     |100           
   127575.0     1.28886651E-07|7.7470083     |92.2529916         8.82614708E-08|7.69723493    |92.302765     |100           
   127800.0     1.24316649E-07|7.71021534    |92.2897845         8.50751067E-08|7.66059127    |92.3394086    |100           
   128025.0     1.19908688E-07|7.67359712    |92.3264028         8.20037749E-08|7.62412206    |92.3758779    |100           
   128250.0     1.15657021E-07|7.63715282    |92.3628471         7.90433226E-08|7.58782647    |92.4121735    |100           
   128475.0     1.11556109E-07|7.6008816     |92.3991183         7.61897467E-08|7.55170367    |92.4482963    |100           
   128700.0     1.07600605E-07|7.56478264    |92.4352173         7.3439189E-08 |7.51575283    |92.4842471    |100           
   128925.0     1.03785353E-07|7.52885513    |92.4711448         7.07879303E-08|7.47997314    |92.5200268    |100           
   129150.0     1.00105381E-07|7.49309824    |92.5069017         6.82323858E-08|7.44436379    |92.5556361    |100           
   129375.0     9.6555891E-08 |7.45751118    |92.5424887         6.57691001E-08|7.40892396    |92.591076     |100           
   129600.0     9.31322575E-08|7.42209314    |92.5779068         6.33947425E-08|7.37365284    |92.6263471    |100           
   129825.0     8.98300175E-08|7.3868433     |92.6131566         6.11061025E-08|7.33854964    |92.6614503    |100           
   130050.0     8.66448669E-08|7.35176088    |92.648239          5.89000857E-08|7.30361355    |92.6963864    |100           
   130275.0     8.35726538E-08|7.31684507    |92.6831548         5.67737092E-08|7.26884378    |92.7311562    |100           
   130500.0     8.06093738E-08|7.28209509    |92.7179048         5.4724098E-08 |7.23423953    |92.7657604    |100           
   130725.0     7.77511645E-08|7.24751015    |92.7524898         5.27484806E-08|7.19980002    |92.8001999    |100           
   130950.0     7.49943001E-08|7.21308946    |92.7869105         5.08441857E-08|7.16552447    |92.8344755    |100           
   131175.0     7.23351874E-08|7.17883225    |92.8211677         4.90086387E-08|7.13141209    |92.8685879    |100           
   131400.0     6.97703602E-08|7.14473773    |92.8552622         4.72393574E-08|7.0974621     |92.9025379    |100           
   131625.0     6.72964755E-08|7.11080515    |92.8891948         4.55339497E-08|7.06367374    |92.9363262    |100           
   131850.0     6.49103086E-08|7.07703371    |92.9229662         4.38901097E-08|7.03004623    |92.9699537    |100           
   132075.0     6.26087493E-08|7.04342267    |92.9565773         4.23056146E-08|6.99657881    |93.0034211    |100           
   132300.0     6.03887976E-08|7.00997126    |92.9900287         4.0778322E-08 |6.96327071    |93.0367292    |100           
   132525.0     5.824756E-08  |6.97667872    |93.0233212         3.93061669E-08|6.93012119    |93.0698788    |100           
   132750.0     5.61822453E-08|6.94354429    |93.0564557         3.78871586E-08|6.89712947    |93.1028705    |100           
   132975.0     5.41901616E-08|6.91056723    |93.0894327         3.65193785E-08|6.86429482    |93.1357051    |100           
   133200.0     5.22687122E-08|6.87774679    |93.1222532         3.52009773E-08|6.83161648    |93.1683835    |100           
   133425.0     5.04153927E-08|6.84508223    |93.1549177         3.39301722E-08|6.7990937     |93.2009063    |100           
   133650.0     4.86277874E-08|6.81257279    |93.1874272         3.27052449E-08|6.76672576    |93.2332742    |100           
   133875.0     4.69035661E-08|6.78021776    |93.2197822         3.15245393E-08|6.73451191    |93.2654881    |100           
   134100.0     4.52404814E-08|6.74801639    |93.2519836         3.03864588E-08|6.70245142    |93.2975486    |100           
   134325.0     4.36363657E-08|6.71596795    |93.284032          2.92894646E-08|6.67054355    |93.3294564    |100           
   134550.0     4.20891279E-08|6.68407172    |93.3159282         2.82320735E-08|6.63878759    |93.3612124    |100           
   134775.0     4.05967513E-08|6.65232698    |93.347673          2.72128557E-08|6.6071828     |93.3928172    |100           
   135000.0     3.91572907E-08|6.620733      |93.379267          2.6230433E-08 |6.57572848    |93.4242715    |100           
   135225.0     3.77688699E-08|6.58928907    |93.4107109         2.52834773E-08|6.54442389    |93.4555761    |100           
   135450.0     3.6429679E-08 |6.55799448    |93.4420055         2.43707079E-08|6.51326834    |93.4867316    |100           
   135675.0     3.51379725E-08|6.52684852    |93.4731514         2.34908909E-08|6.4822611     |93.5177389    |100           
   135900.0     3.38920667E-08|6.49585048    |93.5041495         2.26428365E-08|6.45140148    |93.5485985    |100           
   136125.0     3.26903377E-08|6.46499966    |93.5350003         2.1825398E-08 |6.42068877    |93.5793112    |100           
   136350.0     3.15312191E-08|6.43429535    |93.5657046         2.10374703E-08|6.39012227    |93.6098777    |100           
   136575.0     3.04131999E-08|6.40373688    |93.5962631         2.02779878E-08|6.35970129    |93.6402987    |100           
   136800.0     2.93348229E-08|6.37332353    |93.6266764         1.95459237E-08|6.32942513    |93.6705749    |100           
   137025.0     2.82946825E-08|6.34305463    |93.6569453         1.88402882E-08|6.2992931     |93.7007069    |100           
   137250.0     2.72914229E-08|6.31292948    |93.6870705         1.81601271E-08|6.26930452    |93.7306955    |100           
   137475.0     2.63237364E-08|6.28294741    |93.7170526         1.75045208E-08|6.23945871    |93.7605413    |100           
   137700.0     2.53903617E-08|6.25310773    |93.7468922         1.68725829E-08|6.20975498    |93.790245     |100           
   137925.0     2.44900822E-08|6.22340977    |93.7765902         1.62634587E-08|6.18019265    |93.8198073    |100           
   138150.0     2.36217243E-08|6.19385285    |93.8061471         1.56763248E-08|6.15077107    |93.8492289    |100           
   138375.0     2.27841563E-08|6.16443631    |93.8355637         1.51103873E-08|6.12148955    |93.8785104    |100           
   138600.0     2.19762864E-08|6.13515947    |93.8648405         1.4564881E-08 |6.09234742    |93.9076526    |100           
   138825.0     2.11970615E-08|6.10602169    |93.8939783         1.40390681E-08|6.06334403    |93.936656     |100           
   139050.0     2.0445466E-08 |6.07702228    |93.9229777         1.35322379E-08|6.03447872    |93.9655213    |100           
   139275.0     1.97205203E-08|6.04816061    |93.9518394         1.3043705E-08 |6.00575082    |93.9942492    |100           
   139500.0     1.90212793E-08|6.019436      |93.980564          1.25728087E-08|5.97715969    |94.0228403    |100           
   139725.0     1.83468317E-08|5.99084782    |94.0091522         1.21189125E-08|5.94870467    |94.0512953    |100           
   139950.0     1.76962984E-08|5.96239541    |94.0376046         1.16814026E-08|5.92038511    |94.0796149    |100           
   140175.0     1.70688313E-08|5.93407814    |94.0659218         1.12596875E-08|5.89220037    |94.1077996    |100           
   140400.0     1.64636127E-08|5.90589534    |94.0941046         1.08531968E-08|5.8641498     |94.1358502    |100           
   140625.0     1.58798536E-08|5.8778464     |94.1221536         1.0461381E-08 |5.83623278    |94.1637672    |100           
   140850.0     1.53167932E-08|5.84993067    |94.1500693         1.00837104E-08|5.80844866    |94.1915513    |100           
   141075.0     1.47736976E-08|5.82214753    |94.1778525         9.71967416E-09|5.7807968     |94.2192032    |100           
   141300.0     1.42498587E-08|5.79449633    |94.2055037         9.36878017E-09|5.75327659    |94.2467234    |100           
   141525.0     1.37445939E-08|5.76697646    |94.2330235         9.03055394E-09|5.72588739    |94.2741126    |100           
   141750.0     1.32572445E-08|5.73958728    |94.2604127         8.70453816E-09|5.69862858    |94.3013714    |100           
   141975.0     1.27871754E-08|5.71232819    |94.2876718         8.39029201E-09|5.67149954    |94.3285005    |100           
   142200.0     1.23337737E-08|5.68519856    |94.3148014         8.08739059E-09|5.64449965    |94.3555003    |100           
   142425.0     1.18964485E-08|5.65819778    |94.3418022         7.79542434E-09|5.6176283     |94.3823717    |100           
   142650.0     1.14746298E-08|5.63132523    |94.3686748         7.51399849E-09|5.59088487    |94.4091151    |100           
   142875.0     1.10677678E-08|5.60458031    |94.3954197         7.2427325E-09 |5.56426876    |94.4357312    |100           
   143100.0     1.06753321E-08|5.5779624     |94.4220376         6.98125961E-09|5.53777935    |94.4622206    |100           
   143325.0     1.02968112E-08|5.55147092    |94.4485291         6.72922625E-09|5.51141606    |94.4885839    |100           
   143550.0     9.93171166E-09|5.52510525    |94.4748947         6.48629166E-09|5.48517827    |94.5148217    |100           
   143775.0     9.57955768E-09|5.4988648     |94.5011352         6.25212735E-09|5.45906538    |94.5409346    |100           
   144000.0     9.23989022E-09|5.47274897    |94.527251          6.0264167E-09 |5.43307681    |94.5669232    |100           
   144225.0     8.91226652E-09|5.44675718    |94.5532428         5.80885452E-09|5.40721196    |94.592788     |100           
   144450.0     8.59625955E-09|5.42088883    |94.5791112         5.59914665E-09|5.38147025    |94.6185297    |100           
   144675.0     8.29145741E-09|5.39514333    |94.6048567         5.39700953E-09|5.35585108    |94.6441489    |100           
   144900.0     7.9974628E-09 |5.36952011    |94.6304799         5.20216985E-09|5.33035388    |94.6696461    |100           
   145125.0     7.71389252E-09|5.34401858    |94.6559814         5.01436415E-09|5.30497805    |94.6950219    |100           
   145350.0     7.44037693E-09|5.31863817    |94.6813618         4.83333851E-09|5.27972304    |94.720277     |100           
   145575.0     7.17655953E-09|5.29337829    |94.7066217         4.65884814E-09|5.25458825    |94.7454117    |100           
   145800.0     6.92209645E-09|5.26823839    |94.7317616         4.49065713E-09|5.22957312    |94.7704269    |100           
   146025.0     6.676656E-09  |5.24321788    |94.7567821         4.32853805E-09|5.20467708    |94.7953229    |100           
   146250.0     6.43991826E-09|5.2183162     |94.7816838         4.1722717E-09 |5.17989955    |94.8201004    |100           
   146475.0     6.21157466E-09|5.19353278    |94.8064672         4.02164679E-09|5.15523999    |94.84476      |100           
   146700.0     5.99132756E-09|5.16886708    |94.8311329         3.87645964E-09|5.13069782    |94.8693022    |100           
   146925.0     5.77888987E-09|5.14431851    |94.8556815         3.73651396E-09|5.10627248    |94.8937275    |100           
   147150.0     5.57398471E-09|5.11988654    |94.8801135         3.60162052E-09|5.08196343    |94.9180366    |100           
   147375.0     5.37634497E-09|5.09557059    |94.9044294         3.47159692E-09|5.0577701     |94.9422299    |100           
   147600.0     5.18571305E-09|5.07137014    |94.9286299         3.34626736E-09|5.03369195    |94.9663081    |100           
   147825.0     5.00184047E-09|5.04728462    |94.9527154         3.22546237E-09|5.00972842    |94.9902716    |100           
   148050.0     4.82448755E-09|5.02331349    |94.9766865         3.10901861E-09|4.98587898    |95.014121     |100           
   148275.0     4.65342314E-09|4.9994562     |95.0005438         2.99677864E-09|4.96214307    |95.0378569    |100           
   148500.0     4.48842424E-09|4.97571222    |95.0242878         2.88859069E-09|4.93852016    |95.0614798    |100           
   148725.0     4.3292758E-09 |4.95208101    |95.047919          2.78430847E-09|4.91500971    |95.0849903    |100           
   148950.0     4.17577037E-09|4.92856203    |95.071438          2.68379099E-09|4.89161119    |95.1083888    |100           
   149175.0     4.02770786E-09|4.90515475    |95.0948452         2.58690234E-09|4.86832406    |95.1316759    |100           
   149400.0     3.88489528E-09|4.88185864    |95.1181414         2.4935115E-09 |4.84514779    |95.1548522    |100           
   149625.0     3.74714648E-09|4.85867317    |95.1413268         2.40349221E-09|4.82208185    |95.1779181    |100           
   149850.0     3.61428192E-09|4.83559781    |95.1644022         2.31672274E-09|4.79912572    |95.2008743    |100           
   150075.0     3.48612841E-09|4.81263204    |95.187368          2.23308577E-09|4.77627887    |95.2237211    |100           
   150300.0     3.3625189E-09 |4.78977535    |95.2102246         2.15246821E-09|4.7535408     |95.2464592    |100           
   150525.0     3.24329228E-09|4.76702721    |95.2329728         2.07476106E-09|4.73091097    |95.269089     |100           
   150750.0     3.12829314E-09|4.74438711    |95.2556129         1.99985925E-09|4.70838887    |95.2916111    |100           
   150975.0     3.01737159E-09|4.72185453    |95.2781455         1.9276615E-09 |4.68597399    |95.314026     |100           
   151200.0     2.91038305E-09|4.69942897    |95.300571          1.85807019E-09|4.66366582    |95.3363342    |100           
   151425.0     2.80718805E-09|4.67710992    |95.3228901         1.79099123E-09|4.64146385    |95.3585362    |100           
   151650.0     2.70765209E-09|4.65489686    |95.3451031         1.72633391E-09|4.61936757    |95.3806324    |100           
   151875.0     2.61164543E-09|4.6327893     |95.3672107         1.66401081E-09|4.59737649    |95.4026235    |100           
   152100.0     2.51904293E-09|4.61078674    |95.3892133         1.60393766E-09|4.5754901     |95.4245099    |100           
   152325.0     2.42972389E-09|4.58888867    |95.4111113         1.54603324E-09|4.5537079     |95.4462921    |100           
   152550.0     2.34357188E-09|4.5670946     |95.4329054         1.49021925E-09|4.5320294     |95.4679706    |100           
   152775.0     2.26047461E-09|4.54540404    |95.454596          1.43642023E-09|4.5104541     |95.4895459    |100           
   153000.0     2.18032376E-09|4.5238165     |95.4761835         1.38456343E-09|4.48898151    |95.5110185    |100           
   153225.0     2.10301486E-09|4.50233148    |95.4976685         1.33457873E-09|4.46761115    |95.5323888    |100           
   153450.0     2.02844714E-09|4.4809485     |95.5190515         1.28639854E-09|4.44634252    |95.5536575    |100           
   153675.0     1.95652342E-09|4.45966708    |95.5403329         1.23995774E-09|4.42517515    |95.5748248    |100           
   153900.0     1.88714993E-09|4.43848673    |95.5615133         1.19519351E-09|4.40410855    |95.5958915    |100           
   154125.0     1.82023625E-09|4.41740697    |95.582593          1.15204533E-09|4.38314223    |95.6168578    |100           
   154350.0     1.75569517E-09|4.39642732    |95.6035727         1.11045486E-09|4.36227573    |95.6377243    |100           
   154575.0     1.69344255E-09|4.37554732    |95.6244527         1.07036587E-09|4.34150856    |95.6584914    |100           
   154800.0     1.63339726E-09|4.35476647    |95.6452335         1.03172415E-09|4.32084026    |95.6791597    |100           
   155025.0     1.57548102E-09|4.33408433    |95.6659157         9.94477444E-10|4.30027036    |95.6997296    |100           
   155250.0     1.51961836E-09|4.31350041    |95.6864996         9.585754E-10  |4.27979838    |95.7202016    |100           
   155475.0     1.46573644E-09|4.29301425    |95.7069858         9.23969471E-10|4.25942386    |95.7405761    |100           
   155700.0     1.41376504E-09|4.27262538    |95.7273746         8.90612865E-10|4.23914633    |95.7608537    |100           
   155925.0     1.36363643E-09|4.25233335    |95.7476667         8.5846048E-10 |4.21896534    |95.7810347    |100           
   156150.0     1.31528525E-09|4.23213769    |95.7678623         8.27468841E-10|4.19888043    |95.8011196    |100           
   156375.0     1.26864848E-09|4.21203794    |95.7879621         7.97596045E-10|4.17889113    |95.8211089    |100           
   156600.0     1.22366534E-09|4.19203366    |95.8079663         7.68801698E-10|4.15899699    |95.841003     |100           
   156825.0     1.18027718E-09|4.17212438    |95.8278756         7.41046869E-10|4.13919756    |95.8608024    |100           
   157050.0     1.13842747E-09|4.15230966    |95.8476903         7.14294028E-10|4.11949238    |95.8805076    |100           
   157275.0     1.09806164E-09|4.13258904    |95.867411          6.88507002E-10|4.09988102    |95.900119     |100           
   157500.0     1.05912709E-09|4.11296209    |95.8870379         6.63650925E-10|4.08036302    |95.919637     |100           
   157725.0     1.02157305E-09|4.09342835    |95.9065717         6.39692187E-10|4.06093794    |95.9390621    |100           
   157950.0     9.85350596E-10|4.07398738    |95.9260126         6.16598393E-10|4.04160533    |95.9583947    |100           
   158175.0     9.50412496E-10|4.05463874    |95.9453613         5.94338318E-10|4.02236476    |95.9776352    |100           
   158400.0     9.16713216E-10|4.03538199    |95.964618          5.72881864E-10|4.00321578    |95.9967842    |100           
   158625.0     8.84208828E-10|4.0162167     |95.9837833         5.52200017E-10|3.98415797    |96.015842     |100           
   158850.0     8.52856966E-10|3.99714243    |96.0028576         5.32264815E-10|3.96519088    |96.0348091    |100           
   159075.0     8.22616764E-10|3.97815876    |96.0218412         5.13049302E-10|3.94631409    |96.0536859    |100           
   159300.0     7.93448804E-10|3.95926524    |96.0407348         4.94527496E-10|3.92752716    |96.0724728    |100           
   159525.0     7.65315068E-10|3.94046145    |96.0595385         4.76674353E-10|3.90882967    |96.0911703    |100           
   159750.0     7.38178885E-10|3.92174697    |96.078253          4.59465734E-10|3.8902212     |96.1097788    |100           
   159975.0     7.12004885E-10|3.90312137    |96.0968786         4.42878371E-10|3.87170131    |96.1282987    |100           
   160200.0     6.86758949E-10|3.88458422    |96.1154158         4.26889834E-10|3.85326958    |96.1467304    |100           
   160425.0     6.62408172E-10|3.86613512    |96.1338649         4.11478507E-10|3.83492561    |96.1650744    |100           
   160650.0     6.38920814E-10|3.84777363    |96.1522264         3.9662355E-10 |3.81666896    |96.183331     |100           
   160875.0     6.16266259E-10|3.82949936    |96.1705006         3.82304879E-10|3.79849923    |96.2015008    |100           
   161100.0     5.94414979E-10|3.81131187    |96.1886881         3.68503131E-10|3.78041599    |96.219584     |100           
   161325.0     5.73338491E-10|3.79321076    |96.2067892         3.55199647E-10|3.76241884    |96.2375812    |100           
   161550.0     5.53009324E-10|3.77519561    |96.2248044         3.42376437E-10|3.74450737    |96.2554926    |100           
   161775.0     5.33400979E-10|3.75726603    |96.242734          3.30016163E-10|3.72668117    |96.2733188    |100           
   162000.0     5.14487897E-10|3.7394216     |96.2605784         3.18102112E-10|3.70893984    |96.2910602    |100           
   162225.0     4.96245426E-10|3.72166192    |96.2783381         3.06618175E-10|3.69128296    |96.308717     |100           
   162450.0     4.78649789E-10|3.70398658    |96.2960134         2.95548825E-10|3.67371014    |96.3262899    |100           
   162675.0     4.61678049E-10|3.68639519    |96.3136048         2.84879094E-10|3.65622098    |96.343779     |100           
   162900.0     4.45308085E-10|3.66888735    |96.3311126         2.74594556E-10|3.63881508    |96.3611849    |100           
   163125.0     4.2951856E-10 |3.65146266    |96.3485373         2.64681303E-10|3.62149204    |96.378508     |100           
   163350.0     4.14288892E-10|3.63412072    |96.3658793         2.55125934E-10|3.60425147    |96.3957485    |100           
   163575.0     3.99599231E-10|3.61686115    |96.3831389         2.45915526E-10|3.58709298    |96.412907     |100           
   163800.0     3.85430428E-10|3.59968354    |96.4003165         2.37037628E-10|3.57001617    |96.4299838    |100           
   164025.0     3.71764017E-10|3.58258752    |96.4174125         2.28480234E-10|3.55302066    |96.4469793    |100           
   164250.0     3.58582183E-10|3.56557269    |96.4344273         2.20231774E-10|3.53610605    |96.4638939    |100           
   164475.0     3.45867744E-10|3.54863868    |96.4513613         2.12281095E-10|3.51927197    |96.480728     |100           
   164700.0     3.33604128E-10|3.53178508    |96.4682149         2.04617447E-10|3.50251803    |96.497482     |100           
   164925.0     3.21775349E-10|3.51501153    |96.4849885         1.97230467E-10|3.48584386    |96.5141561    |100           
   165150.0     3.10365989E-10|3.49831764    |96.5016824         1.90110168E-10|3.46924906    |96.5307509    |100           
   165375.0     2.99361178E-10|3.48170304    |96.518297          1.83246922E-10|3.45273326    |96.5472667    |100           
   165600.0     2.88746569E-10|3.46516734    |96.5348327         1.76631449E-10|3.43629608    |96.5637039    |100           
   165825.0     2.78508329E-10|3.44871018    |96.5512898         1.70254804E-10|3.41993716    |96.5800628    |100           
   166050.0     2.68633111E-10|3.43233118    |96.5676688         1.64108364E-10|3.40365612    |96.5963439    |100           
   166275.0     2.59108044E-10|3.41602997    |96.58397           1.5818382E-10 |3.38745259    |96.6125474    |100           
   166500.0     2.49920713E-10|3.39980617    |96.6001938         1.5247316E-10 |3.37132619    |96.6286738    |100           
   166725.0     2.41059141E-10|3.38365943    |96.6163406         1.46968663E-10|3.35527657    |96.6447234    |100           
   166950.0     2.32511779E-10|3.36758938    |96.6324106         1.41662886E-10|3.33930335    |96.6606967    |100           
   167175.0     2.24267485E-10|3.35159564    |96.6484044         1.36548656E-10|3.32340617    |96.6765938    |100           
   167400.0     2.16315514E-10|3.33567787    |96.6643221         1.31619056E-10|3.30758468    |96.6924153    |100           
   167625.0     2.086455E-10  |3.31983569    |96.6801643         1.26867422E-10|3.2918385     |96.7081615    |100           
   167850.0     2.01247446E-10|3.30406875    |96.6959312         1.22287328E-10|3.27616729    |96.7238327    |100           
   168075.0     1.94111708E-10|3.2883767     |96.7116233         1.17872582E-10|3.26057068    |96.7394293    |100           
   168300.0     1.87228986E-10|3.27275917    |96.7272408         1.13617215E-10|3.24504833    |96.7549517    |100           
   168525.0     1.80590309E-10|3.25721582    |96.7427842         1.09515473E-10|3.22959986    |96.7704001    |100           
   168750.0     1.74187022E-10|3.24174628    |96.7582537         1.05561809E-10|3.21422495    |96.7857751    |100           
   168975.0     1.6801078E-10 |3.22635021    |96.7736498         1.01750879E-10|3.19892322    |96.8010768    |100           
   169200.0     1.62053533E-10|3.21102727    |96.7889727         9.80775278E-11|3.18369434    |96.8163057    |100           
   169425.0     1.56307515E-10|3.1957771     |96.8042229         9.45367902E-11|3.16853797    |96.831462     |100           
   169650.0     1.50765236E-10|3.18059935    |96.8194006         9.11238783E-11|3.15345374    |96.8465463    |100           
   169875.0     1.45419473E-10|3.16549369    |96.8345063         8.78341773E-11|3.13844133    |96.8615587    |100           
   170100.0     1.40263257E-10|3.15045977    |96.8495402         8.46632391E-11|3.12350038    |96.8764996    |100           
   170325.0     1.35289869E-10|3.13549726    |96.8645027         8.16067763E-11|3.10863056    |96.8913694    |100           
   170550.0     1.30492824E-10|3.1206058     |96.8793942         7.86606562E-11|3.09383153    |96.9061685    |100           
   170775.0     1.25865871E-10|3.10578507    |96.8942149         7.58208951E-11|3.07910296    |96.920897     |100           
   171000.0     1.21402978E-10|3.09103473    |96.9089653         7.30836535E-11|3.0644445     |96.9355555    |100           
   171225.0     1.17098328E-10|3.07635444    |96.9236456         7.04452301E-11|3.04985582    |96.9501442    |100           
   171450.0     1.1294631E-10 |3.06174387    |96.9382561         6.79020576E-11|3.0353366     |96.9646634    |100           
   171675.0     1.08941513E-10|3.04720269    |96.9527973         6.54506972E-11|3.0208865     |96.9791135    |100           
   171900.0     1.05078716E-10|3.03273057    |96.9672694         6.30878344E-11|3.00650519    |96.9934948    |100           
   172125.0     1.01352884E-10|3.01832719    |96.9816728         6.08102742E-11|2.99219234    |97.0078077    |100           
   172350.0     9.77591608E-11|3.00399221    |96.9960078         5.86149373E-11|2.97794763    |97.0220524    |100           
   172575.0     9.42928623E-11|2.98972531    |97.0102747         5.6498855E-11 |2.96377073    |97.0362293    |100           
   172800.0     9.09494702E-11|2.97552617    |97.0244738         5.44591664E-11|2.94966133    |97.0503387    |100           
   173025.0     8.77246265E-11|2.96139447    |97.0386055         5.24931134E-11|2.93561909    |97.0643809    |100           
   173250.0     8.46141278E-11|2.94732988    |97.0526701         5.05980377E-11|2.92164371    |97.0783563    |100           
   173475.0     8.16139197E-11|2.93333209    |97.0666679         4.87713769E-11|2.90773486    |97.0922651    |100           
   173700.0     7.87200916E-11|2.91940078    |97.0805992         4.70106611E-11|2.89389222    |97.1061078    |100           
   173925.0     7.59288715E-11|2.90553563    |97.0944644         4.53135097E-11|2.88011548    |97.1198845    |100           
   174150.0     7.32366212E-11|2.89173634    |97.1082637         4.36776279E-11|2.86640432    |97.1335957    |100           
   174375.0     7.06398314E-11|2.87800258    |97.1219974         4.21008037E-11|2.85275844    |97.1472416    |100           
   174600.0     6.81351174E-11|2.86433404    |97.135666          4.05809051E-11|2.83917753    |97.1608225    |100           
   174825.0     6.57192144E-11|2.85073043    |97.1492696         3.91158769E-11|2.82566126    |97.1743387    |100           
   175050.0     6.33889733E-11|2.83719142    |97.1628086         3.77037384E-11|2.81220935    |97.1877907    |100           
   175275.0     6.11413568E-11|2.82371671    |97.1762833         3.63425801E-11|2.79882147    |97.2011785    |100           
   175500.0     5.89734352E-11|2.810306      |97.189694          3.50305615E-11|2.78549733    |97.2145027    |100           
   175725.0     5.68823828E-11|2.79695897    |97.203041          3.37659086E-11|2.77223662    |97.2277634    |100           
   175950.0     5.48654739E-11|2.78367534    |97.2163247         3.25469115E-11|2.75903903    |97.240961     |100           
   176175.0     5.29200797E-11|2.7704548     |97.2295452         3.13719219E-11|2.74590428    |97.2540957    |100           
   176400.0     5.10436643E-11|2.75729704    |97.242703          3.02393512E-11|2.73283206    |97.2671679    |100           
