Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 56.25 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.61307233309724 at t = 14512.5 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
  153168.75     2.12208122E-09|4.50769315    |95.4923068         1.89803995E-09|4.49900143    |95.5009986    |100           
   153225.0     2.10301486E-09|4.50233148    |95.4976685         1.88090946E-09|4.49364691    |95.5063531    |100           
  153281.25     2.0841198E-09 |4.49697619    |95.5030238         1.86393359E-09|4.48829877    |95.5117012    |100           
   153337.5     2.06539451E-09|4.49162727    |95.5083727         1.84711093E-09|4.48295699    |95.517043     |100           
  153393.75     2.04683746E-09|4.48628471    |95.5137153         1.8304401E-09 |4.47762157    |95.5223784    |100           
   153450.0     2.02844714E-09|4.4809485     |95.5190515         1.81391973E-09|4.4722925     |95.5277075    |100           
  153506.25     2.01022206E-09|4.47561865    |95.5243814         1.79754846E-09|4.46696977    |95.5330302    |100           
   153562.5     1.99216072E-09|4.47029513    |95.5297049         1.78132495E-09|4.46165338    |95.5383466    |100           
  153618.75     1.97426166E-09|4.46497794    |95.5350221         1.76524786E-09|4.45634331    |95.5436567    |100           
   153675.0     1.95652342E-09|4.45966708    |95.5403329         1.74931588E-09|4.45103957    |95.5489604    |100           
  153731.25     1.93894455E-09|4.45436254    |95.5456375         1.73352768E-09|4.44574213    |95.5542579    |100           
   153787.5     1.92152362E-09|4.4490643     |95.5509357         1.71788198E-09|4.440451      |95.559549     |100           
  153843.75     1.90425921E-09|4.44377237    |95.5562276         1.70237749E-09|4.43516617    |95.5648338    |100           
   153900.0     1.88714993E-09|4.43848673    |95.5615133         1.68701293E-09|4.42988763    |95.5701124    |100           
  153956.25     1.87019436E-09|4.43320738    |95.5667926         1.67178704E-09|4.42461537    |95.5753846    |100           
   154012.5     1.85339114E-09|4.4279343     |95.5720657         1.65669857E-09|4.41934938    |95.5806506    |100           
  154068.75     1.83673888E-09|4.4226675     |95.5773325         1.64174628E-09|4.41408967    |95.5859103    |100           
   154125.0     1.82023625E-09|4.41740697    |95.582593          1.62692894E-09|4.40883621    |95.5911638    |100           
  154181.25     1.80388189E-09|4.41215269    |95.5878473         1.61224533E-09|4.403589      |95.596411     |100           
   154237.5     1.78767446E-09|4.40690466    |95.5930953         1.59769424E-09|4.39834804    |95.601652     |100           
  154293.75     1.77161266E-09|4.40166287    |95.5983371         1.58327449E-09|4.39311332    |95.6068867    |100           
   154350.0     1.75569517E-09|4.39642732    |95.6035727         1.56898488E-09|4.38788483    |95.6121152    |100           
  154406.25     1.73992069E-09|4.391198      |95.608802          1.55482423E-09|4.38266256    |95.6173374    |100           
   154462.5     1.72428794E-09|4.38597489    |95.6140251         1.54079139E-09|4.3774465     |95.6225535    |100           
  154518.75     1.70879565E-09|4.380758      |95.619242          1.5268852E-09 |4.37223666    |95.6277633    |100           
   154575.0     1.69344255E-09|4.37554732    |95.6244527         1.51310453E-09|4.36703301    |95.632967     |100           
  154631.25     1.6782274E-09 |4.37034283    |95.6296572         1.49944822E-09|4.36183556    |95.6381644    |100           
   154687.5     1.66314895E-09|4.36514453    |95.6348555         1.48591517E-09|4.35664429    |95.6433557    |100           
  154743.75     1.64820597E-09|4.35995241    |95.6400476         1.47250426E-09|4.3514592     |95.6485408    |100           
   154800.0     1.63339726E-09|4.35476647    |95.6452335         1.45921439E-09|4.34628028    |95.6537197    |100           
  154856.25     1.6187216E-09 |4.3495867     |95.6504133         1.44604446E-09|4.34110753    |95.6588925    |100           
   154912.5     1.60417779E-09|4.34441309    |95.6555869         1.4329934E-09 |4.33594093    |95.6640591    |100           
  154968.75     1.58976466E-09|4.33924564    |95.6607544         1.42006013E-09|4.33078048    |95.6692195    |100           
   155025.0     1.57548102E-09|4.33408433    |95.6659157         1.40724358E-09|4.32562618    |95.6743738    |100           
  155081.25     1.56132572E-09|4.32892916    |95.6710708         1.39454271E-09|4.32047801    |95.679522     |100           
   155137.5     1.54729761E-09|4.32378012    |95.6762199         1.38195647E-09|4.31533596    |95.684664     |100           
  155193.75     1.53339553E-09|4.3186372     |95.6813628         1.36948382E-09|4.31020003    |95.6898       |100           
   155250.0     1.51961836E-09|4.31350041    |95.6864996         1.35712375E-09|4.30507022    |95.6949298    |100           
  155306.25     1.50596497E-09|4.30836972    |95.6916303         1.34487522E-09|4.29994651    |95.7000535    |100           
   155362.5     1.49243425E-09|4.30324514    |95.6967549         1.33273725E-09|4.2948289     |95.7051711    |100           
  155418.75     1.47902511E-09|4.29812665    |95.7018734         1.32070882E-09|4.28971739    |95.7102826    |100           
   155475.0     1.46573644E-09|4.29301425    |95.7069858         1.30878896E-09|4.28461195    |95.715388     |100           
  155531.25     1.45256717E-09|4.28790793    |95.7120921         1.29697668E-09|4.27951259    |95.7204874    |100           
   155587.5     1.43951622E-09|4.28280768    |95.7171923         1.285271E-09  |4.2744193     |95.7255807    |100           
  155643.75     1.42658253E-09|4.2777135     |95.7222865         1.27367098E-09|4.26933207    |95.7306679    |100           
   155700.0     1.41376504E-09|4.27262538    |95.7273746         1.26217565E-09|4.2642509     |95.7357491    |100           
  155756.25     1.40106272E-09|4.26754331    |95.7324567         1.25078406E-09|4.25917577    |95.7408242    |100           
   155812.5     1.38847453E-09|4.26246729    |95.7375327         1.23949529E-09|4.25410669    |95.7458933    |100           
  155868.75     1.37599943E-09|4.2573973     |95.7426027         1.22830841E-09|4.24904363    |95.7509564    |100           
   155925.0     1.36363643E-09|4.25233335    |95.7476667         1.21722249E-09|4.24398661    |95.7560134    |100           
  155981.25     1.3513845E-09 |4.24727542    |95.7527246         1.20623663E-09|4.2389356     |95.7610644    |100           
   156037.5     1.33924265E-09|4.2422235     |95.7577765         1.19534992E-09|4.2338906     |95.7661094    |100           
  156093.75     1.32720989E-09|4.23717759    |95.7628224         1.18456146E-09|4.22885161    |95.7711484    |100           
   156150.0     1.31528525E-09|4.23213769    |95.7678623         1.17387037E-09|4.22381861    |95.7761814    |100           
  156206.25     1.30346774E-09|4.22710378    |95.7728962         1.16327578E-09|4.21879161    |95.7812084    |100           
   156262.5     1.29175641E-09|4.22207586    |95.7779241         1.1527768E-09 |4.21377059    |95.7862294    |100           
  156318.75     1.28015031E-09|4.21705391    |95.7829461         1.14237258E-09|4.20875554    |95.7912445    |100           
   156375.0     1.26864848E-09|4.21203794    |95.7879621         1.13206227E-09|4.20374646    |95.7962535    |100           
  156431.25     1.25724999E-09|4.20702794    |95.7929721         1.121845E-09  |4.19874334    |95.8012567    |100           
   156487.5     1.24595392E-09|4.2020239     |95.7979761         1.11171996E-09|4.19374618    |95.8062538    |100           
  156543.75     1.23475934E-09|4.19702581    |95.8029742         1.10168629E-09|4.18875497    |95.811245     |100           
   156600.0     1.22366534E-09|4.19203366    |95.8079663         1.09174318E-09|4.18376969    |95.8162303    |100           
  156656.25     1.21267101E-09|4.18704745    |95.8129525         1.08188981E-09|4.17879035    |95.8212096    |100           
   156712.5     1.20177547E-09|4.18206717    |95.8179328         1.07212537E-09|4.17381694    |95.8261831    |100           
  156768.75     1.19097782E-09|4.17709282    |95.8229072         1.06244906E-09|4.16884944    |95.8311506    |100           
   156825.0     1.18027718E-09|4.17212438    |95.8278756         1.05286008E-09|4.16388786    |95.8361121    |100           
  156881.25     1.16967269E-09|4.16716186    |95.8328381         1.04335765E-09|4.15893218    |95.8410678    |100           
   156937.5     1.15916348E-09|4.16220523    |95.8377948         1.03394098E-09|4.1539824     |95.8460176    |100           
  156993.75     1.14874869E-09|4.1572545     |95.8427455         1.02460929E-09|4.14903851    |95.8509615    |100           
   157050.0     1.13842747E-09|4.15230966    |95.8476903         1.01536183E-09|4.14410051    |95.8558995    |100           
  157106.25     1.12819898E-09|4.1473707     |95.8526293         1.00619783E-09|4.13916838    |95.8608316    |100           
   157162.5     1.1180624E-09 |4.14243762    |95.8575624         9.97116542E-10|4.13424212    |95.8657579    |100           
  157218.75     1.10801689E-09|4.1375104     |95.8624896         9.88117212E-10|4.12932172    |95.8706783    |100           
   157275.0     1.09806164E-09|4.13258904    |95.867411          9.79199104E-10|4.12440718    |95.8755928    |100           
  157331.25     1.08819583E-09|4.12767354    |95.8723265         9.70361486E-10|4.11949849    |95.8805015    |100           
   157387.5     1.07841867E-09|4.12276389    |95.8772361         9.6160363E-10 |4.11459565    |95.8854044    |100           
  157443.75     1.06872935E-09|4.11786007    |95.8821399         9.52924817E-10|4.10969863    |95.8903014    |100           
   157500.0     1.05912709E-09|4.11296209    |95.8870379         9.44324333E-10|4.10480745    |95.8951926    |100           
  157556.25     1.0496111E-09 |4.10806993    |95.8919301         9.35801472E-10|4.09992208    |95.9000779    |100           
   157612.5     1.04018061E-09|4.10318359    |95.8968164         9.27355532E-10|4.09504254    |95.9049575    |100           
  157668.75     1.03083485E-09|4.09830307    |95.9016969         9.18985821E-10|4.09016879    |95.9098312    |100           
   157725.0     1.02157305E-09|4.09342835    |95.9065717         9.10691648E-10|4.08530085    |95.9146991    |100           
  157781.25     1.01239448E-09|4.08855942    |95.9114406         9.02472334E-10|4.08043871    |95.9195613    |100           
   157837.5     1.00329837E-09|4.08369629    |95.9163037         8.94327202E-10|4.07558234    |95.9244177    |100           
  157893.75     9.94283987E-10|4.07883895    |95.9211611         8.86255582E-10|4.07073176    |95.9292682    |100           
   157950.0     9.85350596E-10|4.07398738    |95.9260126         8.78256812E-10|4.06588695    |95.934113     |100           
  158006.25     9.76497469E-10|4.06914158    |95.9308584         8.70330233E-10|4.06104791    |95.9389521    |100           
   158062.5     9.67723886E-10|4.06430154    |95.9356985         8.62475195E-10|4.05621463    |95.9437854    |100           
  158118.75     9.59029131E-10|4.05946727    |95.9405327         8.54691051E-10|4.0513871     |95.9486129    |100           
   158175.0     9.50412496E-10|4.05463874    |95.9453613         8.46977162E-10|4.04656531    |95.9534347    |100           
  158231.25     9.4187328E-10 |4.04981595    |95.950184          8.39332893E-10|4.04174927    |95.9582507    |100           
   158287.5     9.33410786E-10|4.04499891    |95.9550011         8.31757617E-10|4.03693895    |95.963061     |100           
  158343.75     9.25024326E-10|4.04018759    |95.9598124         8.2425071E-10 |4.03213436    |95.9678656    |100           
   158400.0     9.16713216E-10|4.03538199    |95.964618          8.16811556E-10|4.02733549    |95.9726645    |100           
  158456.25     9.08476779E-10|4.03058211    |95.9694179         8.09439542E-10|4.02254233    |95.9774577    |100           
   158512.5     9.00314344E-10|4.02578794    |95.9742121         8.02134064E-10|4.01775488    |95.9822451    |100           
  158568.75     8.92225247E-10|4.02099947    |95.9790005         7.9489452E-10 |4.01297312    |95.9870269    |100           
   158625.0     8.84208828E-10|4.0162167     |95.9837833         7.87720316E-10|4.00819706    |95.9918029    |100           
  158681.25     8.76264435E-10|4.01143962    |95.9885604         7.80610861E-10|4.00342667    |95.9965733    |100           
   158737.5     8.6839142E-10 |4.00666822    |95.9933318         7.73565572E-10|3.99866197    |96.001338     |100           
  158793.75     8.60589142E-10|4.00190249    |95.9980975         7.66583869E-10|3.99390293    |96.0060971    |100           
   158850.0     8.52856966E-10|3.99714243    |96.0028576         7.59665178E-10|3.98914957    |96.0108504    |100           
  158906.25     8.45194261E-10|3.99238804    |96.007612          7.52808931E-10|3.98440185    |96.0155981    |100           
   158962.5     8.37600404E-10|3.9876393     |96.0123607         7.46014564E-10|3.97965979    |96.0203402    |100           
  159018.75     8.30074776E-10|3.98289621    |96.0171038         7.39281518E-10|3.97492337    |96.0250766    |100           
   159075.0     8.22616764E-10|3.97815876    |96.0218412         7.32609241E-10|3.97019259    |96.0298074    |100           
  159131.25     8.1522576E-10 |3.97342694    |96.0265731         7.25997183E-10|3.96546744    |96.0345326    |100           
   159187.5     8.07901162E-10|3.96870075    |96.0312992         7.19444802E-10|3.96074791    |96.0392521    |100           
  159243.75     8.00642374E-10|3.96398019    |96.0360198         7.12951558E-10|3.956034      |96.043966     |100           
   159300.0     7.93448804E-10|3.95926524    |96.0407348         7.06516918E-10|3.9513257     |96.0486743    |100           
  159356.25     7.86319867E-10|3.95455589    |96.0454441         7.00140353E-10|3.94662301    |96.053377     |100           
   159412.5     7.79254981E-10|3.94985215    |96.0501478         6.93821338E-10|3.94192591    |96.0580741    |100           
  159468.75     7.72253572E-10|3.94515401    |96.054846          6.87559355E-10|3.9372344     |96.0627656    |100           
   159525.0     7.65315068E-10|3.94046145    |96.0595385         6.81353888E-10|3.93254847    |96.0674515    |100           
  159581.25     7.58438906E-10|3.93577447    |96.0642255         6.75204428E-10|3.92786813    |96.0721319    |100           
   159637.5     7.51624523E-10|3.93109307    |96.0689069         6.69110469E-10|3.92319335    |96.0768067    |100           
  159693.75     7.44871367E-10|3.92641724    |96.0735828         6.63071511E-10|3.91852413    |96.0814759    |100           
   159750.0     7.38178885E-10|3.92174697    |96.078253          6.57087056E-10|3.91386048    |96.0861395    |100           
  159806.25     7.31546534E-10|3.91708225    |96.0829177         6.51156612E-10|3.90920237    |96.0907976    |100           
   159862.5     7.24973773E-10|3.91242308    |96.0875769         6.45279694E-10|3.90454981    |96.0954502    |100           
  159918.75     7.18460067E-10|3.90776946    |96.0922305         6.39455816E-10|3.89990278    |96.1000972    |100           
   159975.0     7.12004885E-10|3.90312137    |96.0968786         6.33684501E-10|3.89526129    |96.1047387    |100           
  160031.25     7.056077E-10  |3.8984788     |96.1015212         6.27965274E-10|3.89062532    |96.1093747    |100           
   160087.5     6.99267993E-10|3.89384176    |96.1061582         6.22297665E-10|3.88599486    |96.1140051    |100           
  160143.75     6.92985247E-10|3.88921024    |96.1107898         6.16681208E-10|3.88136992    |96.1186301    |100           
   160200.0     6.86758949E-10|3.88458422    |96.1154158         6.11115442E-10|3.87675048    |96.1232495    |100           
  160256.25     6.80588593E-10|3.87996371    |96.1200363         6.05599909E-10|3.87213654    |96.1278635    |100           
   160312.5     6.74473677E-10|3.87534869    |96.1246513         6.00134156E-10|3.86752809    |96.1324719    |100           
  160368.75     6.68413701E-10|3.87073916    |96.1292608         5.94717732E-10|3.86292513    |96.1370749    |100           
   160425.0     6.62408172E-10|3.86613512    |96.1338649         5.89350194E-10|3.85832764    |96.1416724    |100           
  160481.25     6.56456602E-10|3.86153655    |96.1384634         5.840311E-10  |3.85373563    |96.1462644    |100           
   160537.5     6.50558505E-10|3.85694345    |96.1430565         5.78760013E-10|3.84914908    |96.1508509    |100           
  160593.75     6.44713401E-10|3.85235581    |96.1476442         5.73536499E-10|3.84456799    |96.155432     |100           
   160650.0     6.38920814E-10|3.84777363    |96.1522264         5.68360129E-10|3.83999235    |96.1600076    |100           
  160706.25     6.33180272E-10|3.84319691    |96.1568031         5.63230478E-10|3.83542216    |96.1645778    |100           
   160762.5     6.27491307E-10|3.83862562    |96.1613744         5.58147123E-10|3.83085741    |96.1691426    |100           
  160818.75     6.21853456E-10|3.83405977    |96.1659402         5.53109648E-10|3.82629809    |96.1737019    |100           
   160875.0     6.16266259E-10|3.82949936    |96.1705006         5.48117638E-10|3.82174419    |96.1782558    |100           
  160931.25     6.10729262E-10|3.82494436    |96.1750556         5.43170682E-10|3.81719572    |96.1828043    |100           
   160987.5     6.05242014E-10|3.82039479    |96.1796052         5.38268375E-10|3.81265266    |96.1873473    |100           
  161043.75     5.99804067E-10|3.81585063    |96.1841494         5.33410312E-10|3.80811501    |96.191885     |100           
   161100.0     5.94414979E-10|3.81131187    |96.1886881         5.28596095E-10|3.80358275    |96.1964172    |100           
  161156.25     5.89074311E-10|3.80677851    |96.1932215         5.23825328E-10|3.79905589    |96.2009441    |100           
   161212.5     5.83781627E-10|3.80225054    |96.1977495         5.19097619E-10|3.79453442    |96.2054656    |100           
  161268.75     5.78536496E-10|3.79772796    |96.202272          5.1441258E-10 |3.79001833    |96.2099817    |100           
   161325.0     5.73338491E-10|3.79321076    |96.2067892         5.09769824E-10|3.78550762    |96.2144924    |100           
  161381.25     5.6818719E-10 |3.78869893    |96.2113011         5.05168971E-10|3.78100227    |96.2189977    |100           
   161437.5     5.63082171E-10|3.78419246    |96.2158075         5.00609642E-10|3.77650229    |96.2234977    |100           
  161493.75     5.5802302E-10 |3.77969136    |96.2203086         4.96091463E-10|3.77200766    |96.2279923    |100           
   161550.0     5.53009324E-10|3.77519561    |96.2248044         4.91614062E-10|3.76751838    |96.2324816    |100           
  161606.25     5.48040675E-10|3.77070521    |96.2292948         4.87177071E-10|3.76303444    |96.2369656    |100           
   161662.5     5.43116668E-10|3.76622015    |96.2337798         4.82780126E-10|3.75855584    |96.2414442    |100           
  161718.75     5.38236901E-10|3.76174043    |96.2382596         4.78422864E-10|3.75408257    |96.2459174    |100           
   161775.0     5.33400979E-10|3.75726603    |96.242734          4.74104928E-10|3.74961462    |96.2503854    |100           
  161831.25     5.28608506E-10|3.75279696    |96.247203          4.69825964E-10|3.745152      |96.254848     |100           
   161887.5     5.23859091E-10|3.7483332     |96.2516668         4.65585618E-10|3.74069468    |96.2593053    |100           
  161943.75     5.1915235E-10 |3.74387475    |96.2561253         4.61383543E-10|3.73624267    |96.2637573    |100           
   162000.0     5.14487897E-10|3.7394216     |96.2605784         4.57219393E-10|3.73179595    |96.268204     |100           
  162056.25     5.09865353E-10|3.73497375    |96.2650262         4.53092826E-10|3.72735453    |96.2726455    |100           
   162112.5     5.05284341E-10|3.73053119    |96.2694688         4.49003503E-10|3.7229184     |96.2770816    |100           
  162168.75     5.00744489E-10|3.72609392    |96.2739061         4.44951088E-10|3.71848754    |96.2815125    |100           
   162225.0     4.96245426E-10|3.72166192    |96.2783381         4.40935247E-10|3.71406196    |96.285938     |100           
  162281.25     4.91786786E-10|3.71723519    |96.2827648         4.3695565E-10 |3.70964164    |96.2903584    |100           
   162337.5     4.87368206E-10|3.71281373    |96.2871863         4.33011971E-10|3.70522659    |96.2947734    |100           
  162393.75     4.82989326E-10|3.70839753    |96.2916025         4.29103884E-10|3.70081679    |96.2991832    |100           
   162450.0     4.78649789E-10|3.70398658    |96.2960134         4.2523107E-10 |3.69641224    |96.3035878    |100           
  162506.25     4.74349241E-10|3.69958088    |96.3004191         4.21393209E-10|3.69201293    |96.3079871    |100           
   162562.5     4.70087333E-10|3.69518042    |96.3048196         4.17589986E-10|3.68761885    |96.3123811    |100           
  162618.75     4.65863717E-10|3.69078519    |96.3092148         4.13821089E-10|3.68323001    |96.31677      |100           
   162675.0     4.61678049E-10|3.68639519    |96.3136048         4.10086207E-10|3.67884639    |96.3211536    |100           
  162731.25     4.57529988E-10|3.68201042    |96.3179896         4.06385034E-10|3.67446799    |96.325532     |100           
   162787.5     4.53419196E-10|3.67763085    |96.3223691         4.02717265E-10|3.6700948     |96.3299052    |100           
  162843.75     4.49345339E-10|3.6732565     |96.3267435         3.99082599E-10|3.66572681    |96.3342732    |100           
   162900.0     4.45308085E-10|3.66888735    |96.3311126         3.95480738E-10|3.66136402    |96.338636     |100           
  162956.25     4.41307104E-10|3.6645234     |96.3354766         3.91911384E-10|3.65700642    |96.3429936    |100           
   163012.5     4.37342071E-10|3.66016464    |96.3398354         3.88374245E-10|3.65265401    |96.347346     |100           
  163068.75     4.33412663E-10|3.65581106    |96.3441889         3.8486903E-10 |3.64830678    |96.3516932    |100           
   163125.0     4.2951856E-10 |3.65146266    |96.3485373         3.81395451E-10|3.64396473    |96.3560353    |100           
  163181.25     4.25659444E-10|3.64711943    |96.3528806         3.77953222E-10|3.63962784    |96.3603722    |100           
   163237.5     4.21835001E-10|3.64278137    |96.3572186         3.7454206E-10 |3.63529611    |96.3647039    |100           
  163293.75     4.1804492E-10 |3.63844847    |96.3615515         3.71161686E-10|3.63096954    |96.3690305    |100           
   163350.0     4.14288892E-10|3.63412072    |96.3658793         3.6781182E-10 |3.62664812    |96.3733519    |100           
  163406.25     4.10566611E-10|3.62979812    |96.3702019         3.64492188E-10|3.62233184    |96.3776682    |100           
   163462.5     4.06877773E-10|3.62548066    |96.3745193         3.61202517E-10|3.6180207     |96.3819793    |100           
  163518.75     4.03222079E-10|3.62116834    |96.3788317         3.57942537E-10|3.61371469    |96.3862853    |100           
   163575.0     3.99599231E-10|3.61686115    |96.3831389         3.54711979E-10|3.6094138     |96.3905862    |100           
  163631.25     3.96008932E-10|3.61255908    |96.3874409         3.51510577E-10|3.60511803    |96.394882     |100           
   163687.5     3.92450892E-10|3.60826212    |96.3917379         3.4833807E-10 |3.60082738    |96.3991726    |100           
  163743.75     3.8892482E-10 |3.60397028    |96.3960297         3.45194196E-10|3.59654183    |96.4034582    |100           
   163800.0     3.85430428E-10|3.59968354    |96.4003165         3.42078696E-10|3.59226138    |96.4077386    |100           
  163856.25     3.81967433E-10|3.59540191    |96.4045981         3.38991315E-10|3.58798603    |96.412014     |100           
   163912.5     3.78535552E-10|3.59112536    |96.4088746         3.35931798E-10|3.58371576    |96.4162842    |100           
  163968.75     3.75134506E-10|3.5868539     |96.4131461         3.32899895E-10|3.57945058    |96.4205494    |100           
   164025.0     3.71764017E-10|3.58258752    |96.4174125         3.29895355E-10|3.57519047    |96.4248095    |100           
  164081.25     3.68423811E-10|3.57832622    |96.4216738         3.26917933E-10|3.57093544    |96.4290646    |100           
   164137.5     3.65113616E-10|3.57406998    |96.42593           3.23967383E-10|3.56668546    |96.4333145    |100           
  164193.75     3.61833162E-10|3.56981881    |96.4301812         3.21043463E-10|3.56244055    |96.4375595    |100           
   164250.0     3.58582183E-10|3.56557269    |96.4344273         3.18145932E-10|3.55820069    |96.4417993    |100           
  164306.25     3.55360412E-10|3.56133163    |96.4386684         3.15274552E-10|3.55396587    |96.4460341    |100           
   164362.5     3.52167589E-10|3.55709561    |96.4429044         3.12429088E-10|3.5497361     |96.4502639    |100           
  164418.75     3.49003452E-10|3.55286463    |96.4471354         3.09609305E-10|3.54551135    |96.4544886    |100           
   164475.0     3.45867744E-10|3.54863868    |96.4513613         3.06814971E-10|3.54129164    |96.4587084    |100           
  164531.25     3.42760209E-10|3.54441775    |96.4555822         3.04045857E-10|3.53707695    |96.4629231    |100           
   164587.5     3.39680595E-10|3.54020185    |96.4597981         3.01301736E-10|3.53286727    |96.4671327    |100           
  164643.75     3.36628651E-10|3.53599096    |96.464009          2.98582381E-10|3.52866261    |96.4713374    |100           
   164700.0     3.33604128E-10|3.53178508    |96.4682149         2.95887569E-10|3.52446295    |96.4755371    |100           
  164756.25     3.30606779E-10|3.52758421    |96.4724158         2.93217079E-10|3.52026829    |96.4797317    |100           
   164812.5     3.2763636E-10 |3.52338833    |96.4766117         2.90570691E-10|3.51607861    |96.4839214    |100           
  164868.75     3.2469263E-10 |3.51919744    |96.4808026         2.87948188E-10|3.51189393    |96.4881061    |100           
   164925.0     3.21775349E-10|3.51501153    |96.4849885         2.85349354E-10|3.50771423    |96.4922858    |100           
  164981.25     3.18884278E-10|3.51083061    |96.4891694         2.82773975E-10|3.5035395     |96.4964605    |100           
   165037.5     3.16019184E-10|3.50665465    |96.4933453         2.8022184E-10 |3.49936974    |96.5006303    |100           
  165093.75     3.13179831E-10|3.50248367    |96.4975163         2.77692738E-10|3.49520494    |96.5047951    |100           
   165150.0     3.10365989E-10|3.49831764    |96.5016824         2.75186463E-10|3.4910451     |96.5089549    |100           
  165206.25     3.07577429E-10|3.49415657    |96.5058434         2.72702808E-10|3.48689021    |96.5131098    |100           
   165262.5     3.04813924E-10|3.49000045    |96.5099995         2.70241569E-10|3.48274026    |96.5172597    |100           
  165318.75     3.02075247E-10|3.48584928    |96.5141507         2.67802543E-10|3.47859526    |96.5214047    |100           
   165375.0     2.99361178E-10|3.48170304    |96.518297          2.6538553E-10 |3.47445518    |96.5255448    |100           
  165431.25     2.96671493E-10|3.47756173    |96.5224383         2.62990332E-10|3.47032004    |96.52968      |100           
   165487.5     2.94005974E-10|3.47342535    |96.5265746         2.60616751E-10|3.46618981    |96.5338102    |100           
  165543.75     2.91364405E-10|3.46929389    |96.5307061         2.58264593E-10|3.46206451    |96.5379355    |100           
   165600.0     2.88746569E-10|3.46516734    |96.5348327         2.55933663E-10|3.45794411    |96.5420559    |100           
  165656.25     2.86152254E-10|3.46104571    |96.5389543         2.53623771E-10|3.45382861    |96.5461714    |100           
   165712.5     2.83581248E-10|3.45692897    |96.543071          2.51334727E-10|3.44971802    |96.550282     |100           
  165768.75     2.81033342E-10|3.45281713    |96.5471829         2.49066342E-10|3.44561231    |96.5543877    |100           
   165825.0     2.78508329E-10|3.44871018    |96.5512898         2.4681843E-10 |3.44151149    |96.5584885    |100           
  165881.25     2.76006002E-10|3.44460812    |96.5553919         2.44590807E-10|3.43741556    |96.5625844    |100           
   165937.5     2.73526157E-10|3.44051093    |96.5594891         2.42383288E-10|3.43332449    |96.5666755    |100           
  165993.75     2.71068594E-10|3.43641862    |96.5635814         2.40195693E-10|3.4292383     |96.5707617    |100           
   166050.0     2.68633111E-10|3.43233118    |96.5676688         2.38027842E-10|3.42515697    |96.574843     |100           
  166106.25     2.6621951E-10 |3.4282486     |96.5717514         2.35879556E-10|3.4210805     |96.5789195    |100           
   166162.5     2.63827595E-10|3.42417087    |96.5758291         2.3375066E-10 |3.41700887    |96.5829911    |100           
  166218.75     2.61457171E-10|3.420098      |96.579902          2.31640977E-10|3.4129421     |96.5870579    |100           
   166275.0     2.59108044E-10|3.41602997    |96.58397           2.29550336E-10|3.40888016    |96.5911198    |100           
  166331.25     2.56780024E-10|3.41196678    |96.5880332         2.27478563E-10|3.40482306    |96.5951769    |100           
   166387.5     2.5447292E-10 |3.40790842    |96.5920916         2.25425488E-10|3.40077079    |96.5992292    |100           
  166443.75     2.52186545E-10|3.40385488    |96.5961451         2.23390943E-10|3.39672334    |96.6032767    |100           
   166500.0     2.49920713E-10|3.39980617    |96.6001938         2.21374761E-10|3.39268071    |96.6073193    |100           
  166556.25     2.47675238E-10|3.39576228    |96.6042377         2.19376775E-10|3.38864289    |96.6113571    |100           
   166612.5     2.45449939E-10|3.39172319    |96.6082768         2.17396822E-10|3.38460987    |96.6153901    |100           
  166668.75     2.43244633E-10|3.38768891    |96.6123111         2.15434739E-10|3.38058165    |96.6194183    |100           
   166725.0     2.41059141E-10|3.38365943    |96.6163406         2.13490364E-10|3.37655823    |96.6234418    |100           
  166781.25     2.38893286E-10|3.37963474    |96.6203653         2.11563538E-10|3.3725396     |96.6274604    |100           
   166837.5     2.3674689E-10 |3.37561484    |96.6243852         2.09654102E-10|3.36852575    |96.6314742    |100           
  166893.75     2.34619779E-10|3.37159972    |96.6284003         2.077619E-10  |3.36451668    |96.6354833    |100           
   166950.0     2.32511779E-10|3.36758938    |96.6324106         2.05886775E-10|3.36051238    |96.6394876    |100           
  167006.25     2.30422719E-10|3.3635838     |96.6364162         2.04028574E-10|3.35651284    |96.6434872    |100           
   167062.5     2.28352429E-10|3.35958299    |96.640417          2.02187144E-10|3.35251806    |96.6474819    |100           
  167118.75     2.2630074E-10 |3.35558694    |96.6444131         2.00362334E-10|3.34852804    |96.651472     |100           
   167175.0     2.24267485E-10|3.35159564    |96.6484044         1.98553993E-10|3.34454277    |96.6554572    |100           
  167231.25     2.22252499E-10|3.34760909    |96.6523909         1.96761973E-10|3.34056224    |96.6594378    |100           
   167287.5     2.20255616E-10|3.34362728    |96.6563727         1.94986126E-10|3.33658645    |96.6634136    |100           
  167343.75     2.18276675E-10|3.33965021    |96.6603498         1.93226307E-10|3.33261539    |96.6673846    |100           
   167400.0     2.16315514E-10|3.33567787    |96.6643221         1.91482372E-10|3.32864905    |96.6713509    |100           
