Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 28.125 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.56178515255509 at t = 14512.5 s

    Time                          Analytical                                             Numerical                         
    (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
  115453.125     9.01353133E-07|10.0120102    |89.9879889         8.64346139E-07|10.004733     |89.9952661    |100           
   115481.25     8.97294781E-07|10.0060541    |89.993945          8.60445624E-07|9.99877945    |90.0012197    |100           
  115509.375     8.93254703E-07|10.0001015    |89.9998976         8.56562711E-07|9.99282939    |90.0071698    |100           
    115537.5     8.89232814E-07|9.99415241    |90.0058467         8.5269732E-07 |9.98688288    |90.0131163    |100           
  115565.625     8.85229034E-07|9.98820688    |90.0117922         8.48849372E-07|9.98093991    |90.0190592    |100           
   115593.75     8.81243282E-07|9.98226489    |90.0177342         8.45018789E-07|9.97500047    |90.0249987    |100           
  115621.875     8.77275475E-07|9.97632643    |90.0236727         8.41205493E-07|9.96906457    |90.0309346    |100           
    115650.0     8.73325533E-07|9.97039151    |90.0296076         8.37409404E-07|9.9631322     |90.036867     |100           
  115678.125     8.69393376E-07|9.96446011    |90.035539          8.33630446E-07|9.95720336    |90.0427958    |100           
   115706.25     8.65478924E-07|9.95853225    |90.0414669         8.29868541E-07|9.95127805    |90.0487211    |100           
  115734.375     8.61582096E-07|9.95260791    |90.0473912         8.26123612E-07|9.94535626    |90.0546429    |100           
    115762.5     8.57702814E-07|9.94668709    |90.0533121         8.22395583E-07|9.939438      |90.0605612    |100           
  115790.625     8.53840998E-07|9.9407698     |90.0592293         8.18684378E-07|9.93352326    |90.0664759    |100           
   115818.75     8.49996571E-07|9.93485603    |90.0651431         8.1498992E-07 |9.92761204    |90.0723871    |100           
  115846.875     8.46169452E-07|9.92894577    |90.0710534         8.11312133E-07|9.92170434    |90.0782949    |100           
    115875.0     8.42359566E-07|9.92303903    |90.0769601         8.07650944E-07|9.91580015    |90.084199     |100           
  115903.125     8.38566833E-07|9.91713581    |90.0828634         8.04006276E-07|9.90989948    |90.0900997    |100           
   115931.25     8.34791178E-07|9.9112361     |90.0887631         8.00378055E-07|9.90400231    |90.0959969    |100           
  115959.375     8.31032522E-07|9.90533989    |90.0946593         7.96766208E-07|9.89810866    |90.1018905    |100           
    115987.5     8.2729079E-07 |9.8994472     |90.100552          7.93170659E-07|9.89221851    |90.1077807    |100           
  116015.625     8.23565905E-07|9.89355801    |90.1064412         7.89591336E-07|9.88633187    |90.1136673    |100           
   116043.75     8.19857791E-07|9.88767232    |90.1123269         7.86028166E-07|9.88044874    |90.1195505    |100           
  116071.875     8.16166373E-07|9.88179014    |90.118209          7.82481074E-07|9.8745691     |90.1254301    |100           
    116100.0     8.12491575E-07|9.87591145    |90.1240877         7.7894999E-07 |9.86869296    |90.1313063    |100           
  116128.125     8.08833324E-07|9.87003626    |90.1299629         7.7543484E-07 |9.86282032    |90.1371789    |100           
   116156.25     8.05191544E-07|9.86416457    |90.1358346         7.71935554E-07|9.85695117    |90.1430481    |100           
  116184.375     8.01566161E-07|9.85829637    |90.1417028         7.68452058E-07|9.85108552    |90.1489137    |100           
    116212.5     7.97957101E-07|9.85243166    |90.1475675         7.64984282E-07|9.84522336    |90.1547759    |100           
  116240.625     7.94364291E-07|9.84657044    |90.1534288         7.61532155E-07|9.83936468    |90.1606346    |100           
   116268.75     7.90787658E-07|9.84071271    |90.1592865         7.58095606E-07|9.83350949    |90.1664898    |100           
  116296.875     7.87227128E-07|9.83485846    |90.1651408         7.54674566E-07|9.82765779    |90.1723415    |100           
    116325.0     7.8368263E-07 |9.82900769    |90.1709915         7.51268963E-07|9.82180956    |90.1781897    |100           
  116353.125     7.80154091E-07|9.82316041    |90.1768388         7.47878729E-07|9.81596482    |90.1840344    |100           
   116381.25     7.76641439E-07|9.8173166     |90.1826826         7.44503794E-07|9.81012356    |90.1898757    |100           
  116409.375     7.73144603E-07|9.81147627    |90.188523          7.41144089E-07|9.80428577    |90.1957135    |100           
    116437.5     7.69663512E-07|9.80563941    |90.1943598         7.37799545E-07|9.79845146    |90.2015478    |100           
  116465.625     7.66198094E-07|9.79980603    |90.2001932         7.34470094E-07|9.79262061    |90.2073787    |100           
   116493.75     7.6274828E-07 |9.79397611    |90.2060231         7.31155668E-07|9.78679324    |90.213206     |100           
  116521.875     7.59313998E-07|9.78814967    |90.2118496         7.27856198E-07|9.78096934    |90.2190299    |100           
    116550.0     7.55895179E-07|9.78232669    |90.2176726         7.24571619E-07|9.7751489     |90.2248504    |100           
  116578.125     7.52491753E-07|9.77650718    |90.2234921         7.21301861E-07|9.76933192    |90.2306674    |100           
   116606.25     7.49103651E-07|9.77069112    |90.2293081         7.18046859E-07|9.76351841    |90.2364809    |100           
  116634.375     7.45730805E-07|9.76487853    |90.2351207         7.14806545E-07|9.75770835    |90.2422909    |100           
    116662.5     7.42373144E-07|9.75906939    |90.2409299         7.11580854E-07|9.75190176    |90.2480975    |100           
  116690.625     7.39030601E-07|9.75326371    |90.2467355         7.0836972E-07 |9.74609861    |90.2539007    |100           
   116718.75     7.35703109E-07|9.74746149    |90.2525378         7.05173076E-07|9.74029893    |90.2597004    |100           
  116746.875     7.32390598E-07|9.74166272    |90.2583366         7.01990858E-07|9.73450269    |90.2654966    |100           
    116775.0     7.29093002E-07|9.73586739    |90.2641319         6.98823E-07   |9.7287099     |90.2712894    |100           
  116803.125     7.25810253E-07|9.73007551    |90.2699238         6.95669437E-07|9.72292056    |90.2770787    |100           
   116831.25     7.22542285E-07|9.72428708    |90.2757122         6.92530106E-07|9.71713466    |90.2828646    |100           
  116859.375     7.19289031E-07|9.7185021     |90.2814972         6.89404941E-07|9.71135221    |90.2886471    |100           
    116887.5     7.16050425E-07|9.71272055    |90.2872787         6.86293879E-07|9.7055732     |90.2944261    |100           
  116915.625     7.12826401E-07|9.70694244    |90.2930568         6.83196857E-07|9.69979763    |90.3002017    |100           
   116943.75     7.09616893E-07|9.70116778    |90.2988315         6.8011381E-07 |9.69402549    |90.3059738    |100           
  116971.875     7.06421835E-07|9.69539654    |90.3046028         6.77044676E-07|9.68825679    |90.3117425    |100           
    117000.0     7.03241164E-07|9.68962874    |90.3103706         6.73989392E-07|9.68249152    |90.3175078    |100           
  117028.125     7.00074814E-07|9.68386437    |90.3161349         6.70947896E-07|9.67672969    |90.3232696    |100           
   117056.25     6.9692272E-07 |9.67810343    |90.3218959         6.67920125E-07|9.67097128    |90.3290281    |100           
  117084.375     6.93784818E-07|9.67234592    |90.3276534         6.64906017E-07|9.66521629    |90.334783     |100           
    117112.5     6.90661045E-07|9.66659183    |90.3334075         6.61905511E-07|9.65946474    |90.3405346    |100           
  117140.625     6.87551336E-07|9.66084117    |90.3391581         6.58918545E-07|9.6537166     |90.3462827    |100           
   117168.75     6.8445563E-07 |9.65509392    |90.3449054         6.55945059E-07|9.64797189    |90.3520275    |100           
  117196.875     6.81373861E-07|9.6493501     |90.3506492         6.5298499E-07 |9.64223059    |90.3577688    |100           
    117225.0     6.78305968E-07|9.64360969    |90.3563896         6.5003828E-07 |9.63649271    |90.3635066    |100           
  117253.125     6.75251889E-07|9.6378727     |90.3621266         6.47104867E-07|9.63075825    |90.3692411    |100           
   117281.25     6.72211561E-07|9.63213912    |90.3678602         6.44184692E-07|9.6250272     |90.3749722    |100           
  117309.375     6.69184921E-07|9.62640895    |90.3735904         6.41277695E-07|9.61929956    |90.3806998    |100           
    117337.5     6.66171909E-07|9.62068219    |90.3793171         6.38383816E-07|9.61357532    |90.386424     |100           
  117365.625     6.63172464E-07|9.61495884    |90.3850405         6.35502996E-07|9.6078545     |90.3921449    |100           
   117393.75     6.60186523E-07|9.60923889    |90.3907604         6.32635176E-07|9.60213707    |90.3978623    |100           
  117421.875     6.57214026E-07|9.60352235    |90.396477          6.29780298E-07|9.59642305    |90.4035763    |100           
    117450.0     6.54254913E-07|9.5978092     |90.4021901         6.26938303E-07|9.59071243    |90.4092869    |100           
  117478.125     6.51309124E-07|9.59209945    |90.4078999         6.24109133E-07|9.58500521    |90.4149942    |100           
   117506.25     6.48376598E-07|9.58639311    |90.4136062         6.2129273E-07 |9.57930138    |90.420698     |100           
  117534.375     6.45457276E-07|9.58069015    |90.4193092         6.18489036E-07|9.57360095    |90.4263984    |100           
    117562.5     6.42551098E-07|9.57499059    |90.4250088         6.15697995E-07|9.56790391    |90.4320955    |100           
  117590.625     6.39658005E-07|9.56929442    |90.4307049         6.12919549E-07|9.56221027    |90.4377891    |100           
   117618.75     6.36777939E-07|9.56360164    |90.4363977         6.10153641E-07|9.55652       |90.4434794    |100           
  117646.875     6.33910839E-07|9.55791224    |90.4420871         6.07400215E-07|9.55083313    |90.4491663    |100           
    117675.0     6.31056649E-07|9.55222623    |90.4477731         6.04659214E-07|9.54514964    |90.4548498    |100           
  117703.125     6.28215311E-07|9.5465436     |90.4534558         6.01930582E-07|9.53946953    |90.4605299    |100           
   117731.25     6.25386765E-07|9.54086435    |90.459135          5.99214264E-07|9.5337928     |90.4662066    |100           
  117759.375     6.22570954E-07|9.53518848    |90.4648109         5.96510203E-07|9.52811945    |90.47188      |100           
    117787.5     6.19767822E-07|9.52951599    |90.4704834         5.93818346E-07|9.52244948    |90.4775499    |100           
  117815.625     6.16977312E-07|9.52384687    |90.4761525         5.91138635E-07|9.51678288    |90.4832165    |100           
   117843.75     6.14199365E-07|9.51818113    |90.4818183         5.88471018E-07|9.51111965    |90.4888798    |100           
  117871.875     6.11433926E-07|9.51251875    |90.4874806         5.85815438E-07|9.50545979    |90.4945396    |100           
    117900.0     6.08680939E-07|9.50685975    |90.4931396         5.83171842E-07|9.4998033     |90.5001961    |100           
  117928.125     6.05940347E-07|9.50120411    |90.4987953         5.80540176E-07|9.49415018    |90.5058492    |100           
   117956.25     6.03212094E-07|9.49555183    |90.5044476         5.77920386E-07|9.48850042    |90.511499     |100           
  117984.375     6.00496125E-07|9.48990292    |90.5100965         5.75312418E-07|9.48285402    |90.5171454    |100           
    118012.5     5.97792386E-07|9.48425736    |90.515742          5.72716219E-07|9.47721098    |90.5227884    |100           
  118040.625     5.95100819E-07|9.47861517    |90.5213842         5.70131735E-07|9.4715713     |90.5284281    |100           
   118068.75     5.92421372E-07|9.47297633    |90.5270231         5.67558915E-07|9.46593498    |90.5340645    |100           
  118096.875     5.89753989E-07|9.46734085    |90.5326586         5.64997705E-07|9.46030201    |90.5396974    |100           
    118125.0     5.87098615E-07|9.46170872    |90.5382907         5.62448053E-07|9.45467239    |90.545327     |100           
  118153.125     5.84455198E-07|9.45607994    |90.5439195         5.59909906E-07|9.44904612    |90.5509533    |100           
   118181.25     5.81823682E-07|9.45045451    |90.5495449         5.57383214E-07|9.4434232     |90.5565762    |100           
  118209.375     5.79204015E-07|9.44483242    |90.555167          5.54867924E-07|9.43780363    |90.5621958    |100           
    118237.5     5.76596143E-07|9.43921368    |90.5607857         5.52363984E-07|9.4321874     |90.567812     |100           
  118265.625     5.74000013E-07|9.43359829    |90.5664011         5.49871344E-07|9.42657451    |90.5734249    |100           
   118293.75     5.71415573E-07|9.42798623    |90.5720132         5.47389952E-07|9.42096497    |90.5790345    |100           
  118321.875     5.68842768E-07|9.42237751    |90.5776219         5.44919758E-07|9.41535876    |90.5846407    |100           
